,title,image_link,winery,country,province,grape_type,wine_type,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size,link,aroma,meat,cheese,seafood,vegetables,dessert,floral,fruit,citrus,oriental_spice,oriental_leather,earth,dark_aroma,fruity_aroma,europe_a,europe_b,north_america,south_america,new_world,korea,red,white,wine_id
226,아나키스타 가르나차,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166818.jpg?225219,산 그레고리오 SCL,스페인,칼라타유드,가르나차,red,16.0,1.0,4.0,5.0,4.0,붉은 고기 및 스파이시 소스의 음식들과 잘 어울린다.,58000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166818,"풀 바디의 16%의 강렬한 가르나챠로, Rich Plum Red색을 가지며, 라즈베리, 체리의 과일과 스파이시, 페퍼향이 가득하다. 뛰어난 무게감과 튀지 않는 맛은 Super Rich, Fruity하다.

아나키스타 가르나차는 스페인 북부 아라곤 지역에서 가장 높은 칼라타유드 지역에서 생산한다. 여름은 매우 덥지만 900미터의 밤은 쌀쌀하다. 가르나차의 포도는 이러한 기후를 좋아하며, 포도과육은 이것에 반응해 맛을 보여준다. 이 와인의 생산량은 20hl/ha로 매우 낮은 생산량을 가진다.

와인메이커이자 주인인 Norrel Robertson은 스페인에서 가장 호평을 받는 Garnacha 전문가 중 한명으로 전 세계에 와인을 만들어 왔다.15년 전에 그는 칼라타유드에 정착해 오래된 포도나무를 구입해 와인을 만들기 시작했다.

스페인에 거주하는 3명의 Master of Wines 중 한명인 Norrel Robertson 은 2000년에 와인 마스터가 되었고, 전체 평가를 뛰어난 성적으로 거두어 로버트몬다비상을 수상한 경력을 가지고 있다.
58,000원 (750㎖) 레드와인 앤 제이와이",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,226
227,이든 샤도네이,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166811.jpg?253482,이든,남아프리카,케이프,샤르도네,white,8.75,1.0,3.0,2.0,1.0,"해산물, 생선, 랍스터, 새우, 가금류, 돼지고기 등과 잘 어울린다.",50000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166811,"깨끗하고 밝은 금색 컬러를 띠며 바닐라와 구운 아몬드, 카라멜, 배, 사과의 절묘한 밸런스의 아로마를 느낄 수 있다. 가볍고 둥글며 신선한 스트러스의 부케와 높은 수준의 세련된 피니쉬를 느낄 수 있는 와인이다.
50,000원 (750㎖) 휴에프 와인",1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,227
228,이든 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166810.jpg?330492,이든,남아프리카,케이프,소비뇽 블랑,white,8.75,1.0,4.0,2.0,1.0,"굴, 생선, 스시, 회, 해산물 딤섬, 갈릭 새우, 오징어 등과 잘 어울린다.",50000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166810,"밝은 짚색 컬러를 띠며 시계풀과 파파야의 강하고 복합적인 아로마를 느낄 수 있다. 과실의 신선함과 고급진 완벽한 밸런스와 기분좋은 질감이 특징인 와인이다.
50,000원 (750㎖) 휴에프 와인",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,228
229,"이든, 르네상스 샤도네이",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166809.jpg?851232,이든,남아프리카,케이프,샤르도네,white,13.5,1.0,3.0,2.0,1.0,"해산물, 생선, 랍스터, 새우, 가금류, 돼지고기 등과 잘 어울린다.",90000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166809,"강렬한 밝은 금색컬러를 띠며 시나몬, 클로버, 파인애플, 바닐라의 강력한 아로마를 느낄 수 있다. 복숭아, 멜론의 향과 함께 복합적인 밸런스가 특징인 와인이다.
90,000원 (750㎖) 휴에프 와인",1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,229
230,리코레야 가르나차,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166803.jpg?066090,셀러 드 카프샤네스,스페인,몬산트,가르나차,red,9.25,1.0,3.0,3.0,3.0,"양고기, 닭고기, 피자, 파스타, 치즈 등과 잘 어울린다.",84000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166803,"유연하고 부드러운 토양으로 알려진 리코레야 토양에서 재배된 가르나차 품종으로만 만들어졌으며 토지 특성상 포도나무가 뿌리를 깊게 내리기 때문에 뛰어난 배수력으로 더 좋은 포도를 만들어 낸다. 이 특징들을 레이블에 만화로 나타내고 있으며 진한 체리컬러, 복합적인 맛, 풍부한 미네랄과 고급스러운 산미를 즐길 수 있는 와인이다. 프렌치 오크에서 4개월 숙성한다.
84,000원 (750㎖) 케이제이무역",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,230
231,"폴리지아노,로쏘 디 몬테풀치아노",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166792.jpg?604617,폴리지아노,이탈리아,토스카나,산지오베제,red,13.5,1.0,3.0,4.0,3.0,"토마토소스로 만든 파스타, 피자, 치킨 등과 잘 어울린다.",49000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166792,"블랙베리, 체리 등의 농밀한 과일 풍미가 돋보이는 와인으로 프루티한 캐릭터와 조밀한 타닌의 맛이 균형을 이루는 와인이다. 해발고도 280~350m에 위치한 밭에서 손으로 수확한 포도를 다시 한 번 선별해 만든다. 스테인리스 스틸 탱크에서 발효해, 빈티지에 따라 와인의 20~40% 가량을 8개월간 오크통에서 숙성한다. 영한 상태에서 프루티한 맛을 그대로 즐겨도 좋고, 빈티지로부터 5~8년 더 숙성할 수 있다.
49,000원 (750㎖) 신세계엘앤비",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,231
232,앙리 뤼통 마고,http://img.wine21.com/no_image1.jpg?011251,샤또 브랑 깡뜨냑,프랑스,보르도,카베르네 소비뇽,red,12.5,1.0,4.0,5.0,4.0,"각종 고기류, 치즈, 각종 이탈리아 요리 등과 잘 어울린다.",55000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166737,"짙은 루비빛을 띠며 블랙커런트, 감초향, 꽃향, 오크향을 느낄 수 있다. 묵직하면서도 섬세한 와인의 느낌과 함께 신선하면서도 강한 느낌을 주고 있으며 동시에 우아함을 잃지 않는 뛰어난 마고 와인이다.

와인은 와인이 지닌 독특함과 함께 복합성을 뛰어나게 표현하고 있으며 양조와 숙성은 샤또 브랑 깡뜨냑에서 직접 이뤄지고 있다. 와인메이커이자 샤또 브랑 깡드냑의 소유주인 앙리 뤼통은 1992년부터 샤또 브랑 깡뜨냑을 직접 경영하고 있으며, 해마다 와인의 품질을 더 높이고 있다라는 평가를 받고 있다.
55,000원 (750㎖) 다수 수입업체",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,232
233,"베세보, 타우라시 엔시스",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166730.jpg?149971,판티니 그룹,이탈리아,깜빠니아,알리아니코,red,13.5,1.0,5.0,5.0,5.0,"후추로 마리네이드한 구운 사냥고기, 로스트 비프 스테이크 등과 잘 어울린다.",179000.0,2012,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166730,"짙고 선명한 레드 컬러를 띠며 레드 베리류가 주도하는 짙고 복합적인 아로마와 옅은 바닐라 노트를 느낄 수 있다. 숙성에서 오는 부드러운 타닌과 깔끔하면서도 길게 이어지는 드라이한 피니쉬를 가진 와인이다.

베세보 타우라시 엔시스의 포도밭은 500~700미터 해발 지역에 위치하며 나폴리 만의 시원한 바람에 실려 수세기 동안 옮겨진 베수비오 화산재 성분을 바탕으로 척박한 화산토 떼루아를 이루고 있다. 베세보 타우라시 엔시스는 타우라시 DOCG 스타일의 와인을 가장 잘 표현할 수 있는 40년 이상 수령의 포도나무에서 생산된 포도로만 양조되었다. 헤드 와인 메이커 Dennis Verdecchia가 특별히 선택한 프렌치 오크에서 16개월간 숙성한 후 추가 병숙성을 통해 완성도를 높인다.
179,000원 (750㎖) (주)와이넬",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,233
234,"프란지아, 샤도네이",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166729.jpg?796345,프란지아,미국,,샤르도네,white,12.5,2.0,3.0,3.0,1.0,"닭요리, 해산물, 파스타 등과 잘 어울린다.",30000.0,NV,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166729,"연한 노란 빛깔을 띠며 신선한 과실향을 느낄 수 있다. 미디엄 드라이, 미디엄 바디의 깔끔한 끝 맛이 특징인 와인이다. 3리터의 대용량 와인으로 피크닉, 파티 뿐만아니라 레스토랑 글라스 판매 와인으로 사용할 정도의 우수한 품질의 와인이다.
30,000원 (750㎖) 에프엘 코리아",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,234
235,"에구렌 우가르떼, 크리안자",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166728.jpg?249866,에구렌 우가르떼,스페인,리오하,템프라니요,red,13.5,1.0,4.0,4.0,4.0,"붉은 육류, 파스타, 해산물 등과 잘 어울린다.",50000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166728,"짙은 루비색을 띠며 부드러운 나무향과 바닐라향을 느낄 수 있다. 섬세하고 부드러우며 세련된 타닌이 특징인 와인이다. 15개월간 아메리칸 오크숙성하며 4개월간 병숙성한다.
50,000원 (750㎖) 에프엘 코리아",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,235
236,"에구렌 우가르떼, 코세차",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166727.jpg?469492,에구렌 우가르떼,스페인,리오하,템프라니요,red,13.5,1.0,4.0,4.0,4.0,"붉은 육류, 파스타, 해산물 등과 잘 어울린다.",35000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166727,"짙은 루비색을 띠며 섬세하고 부드러우며 세련된 타닌을 가지고 있다. 부드러운 나무향과 바닐라향이 특징인 와인이다. 6개월간 프렌치, 아메리칸 오크통에서 숙성하며 3개월간 병숙성한다.
35,000원 (750㎖) 에프엘 코리아",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,236
237,"에구렌 우가르떼, 레세르바",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166726.jpg?289465,에구렌 우가르떼,스페인,리오하,템프라니요,red,14.5,1.0,4.0,4.0,4.0,"붉은 육류, 파스타, 해산물 등과 잘 어울린다.",80000.0,2012,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166726,"짙은 루비색을 띠며 섬세하고 부드러우며 세련된 타닌을 가지고 있다. 부드러운 나무향과 바닐라향을 가진 와인이다. 15개월간 프렌치, 아메리칸 오크에서 숙성하며, 24개월간 병숙성한다.
80,000원 (750㎖) 에프엘 코리아",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,237
238,"두카 디 사락냐노, 빠쇼네",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166681.jpg?894503,두카 디 사락냐노,이탈리아,뿔리아,프리미티보,red,14.5,1.0,4.0,5.0,4.0,"소고기 요리, 숙성된 치즈 등과 잘 어울린다.",38000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166681,"짙고 밝은 붉은 색을 띠며 블랙 베리, 체리, 무화과 잼과 우아한 후추의 복합적인 향을 느낄 수 있다. 벨벳의 부드러운 질감과 강하지만 균형잡힌 타닌, 과일 향의 피니쉬를 가진 풀바디 와인이다.
38,000원 (750㎖) 올빈와인",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,238
239,"람블린 에 피스, 샤블리 프리미에 크뤼 푸르숌므",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166660.jpg?370280,람블린 에 피스,프랑스,부르고뉴,샤르도네,white,12.5,1.0,4.0,3.0,1.0,"생선, 조개, 해산물, 크림소스를 가미한 그릴드한 흰 고기 등과 잘 어울린다.",94000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166660,"광택 옐로우의 밝은 금색 컬러를 띠며 우아하고 은은한 꽃향의 부케와 아로마를 느낄 수 있다. 샤블리 테루아의 캐릭터와 프루티한 과실, 좋은 미네랄 뉘앙스를 가진 와인이다.
94,000원 (750㎖) 휴에프 와인",1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,239
240,"람블린 에 피스, 샤블리",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166659.jpg?829862,람블린 에 피스,프랑스,부르고뉴,샤르도네,white,12.5,1.0,4.0,2.0,1.0,"해산물, 굴, 스시, 흰 고기, 염소치즈, 에멘탈 치즈 등과 잘 어울린다.",50000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166659,"광택의 밝은 금색 컬러를 띠며 흰꽃의 복합적인 아로마를 느낄 수 있다. 시트러스, 줄기 과실의 아로마와 프루티한 과실, 미네랄 뉘앙스를 느낄 수 있는 와인이다.
50,000원 (750㎖) 휴에프 와인",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,240
241,"알패션, 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166658.jpg?358171,알패션,아르헨티나,멘도사,카베르네 소비뇽,red,15.5,1.0,4.0,5.0,4.0,"붉은 고기, 소고기, 양고기 등과 잘 어울린다.",60000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166658,"루비 레드 컬러를 띠며 블랙베리, 블랙체리, 바닐라 등 복합적인 과실의 향을 느낄 수 있다. 풀바디하며 좋은 밸런스를 가진 와인이다. 2018년 첫 빈티지로 전체 수확량의 25%만 10개월간 오크 숙성을 진행한다. 나머지와 75%와 섞어 복합적인 밸런스를 맞춰 생산하는 와인이다.


60,000원 (750㎖) 휴에프 와인",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,241
242,"헤드, 레드 지-에스-엠",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166656.jpg?889245,헤드,호주,사우스,그르나슈,red,14.5,1.0,4.0,5.0,4.0,"피자, 파스타 등과 잘 어울린다.",110000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166656,"남부 론 블렌딩의 최고의 가치, 가장 근접하고 클래식한 스타일을 표현을 나타내는 와인이다. 600L, 500L&300L의 프렌치 오크를 사용하고 2주간의 발효를 기본으로 한다. 체리, 라즈베리와 와일드한 딸기향, 사향, 설탕에 절인 오렌지 껍질향을 띠며 그르나슈의 특성인 따뜻한 온기를 느낄 수 있는 와인이다.
110,000원 (750㎖) 레드와인 앤 제이와이",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,242
243,"헤드, 레드 쉬라즈",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166655.jpg?830768,헤드,호주,사우스,시라/쉬라즈,red,13.5,1.0,4.0,5.0,4.0,사슴고기 등과 잘 어울린다.,110000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166655,"자주빛의 림과 함께 짙고 붉은 레드빛을 띠며 풀 바디의 쥬시한 블렉체리, 말린 감초 및 후추향과 자두향을 느낄 수 있다. 농밀하고 짙은 타닌은 호주 정통의 진한 쉬라즈의 실키한 특징을 완벽하게 보여주는 와인이다.
110,000원 (750㎖) 레드와인 앤 제이와이",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,243
244,"몬탈토, 페논 힐 샤르도네",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166653.jpg?930732,몬탈토,호주,빅토리아,샤르도네,white,13.5,1.0,3.0,3.0,1.0,"Sage와 함께한 구운 치킨, 버섯 요리 등과 잘 어울린다.",98000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166653,"엷은 그린 빛을 나타내는 샤르도네는 프렌치 오크에서 숙성하며 새 프렌치 오크는 30% 사용한다. 로스트된 헤이즐넛의 아로마와 함께 레몬, 라임 샤베트, 복숭아의 결합된 맛을 보여준다. 복숭아의 맛은 톡쏘는 산도와 미네랄, 오크에서 오는 풍부한 몬탈토 빈야드의 고급적인 퀄리티를 잘 표현하고 있다.
98,000원 (750㎖) 레드와인 앤 제이와이",1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,244
245,"몬탈토, 에스테이트 피노 누아",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166652.jpg?460498,몬탈토,호주,빅토리아,피노 누아,red,13.5,1.0,4.0,3.0,2.0,"소고기, 사슴고기, 가금류, 올리브, 겨자소스가 들어간 음식 등과 잘 어울린다.",160000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166652,"Red Hill(30%), Main Ridge(15%), Merrick(15%), Tuerong(40%) 포도밭의 포도를 사용하며 새 프렌치 오크를 사용한다. 스파이시하고 얼씨한 허브향과 균형잡힌 복잡한 아로마를 보여준다. 라즈베리와 함께 블랙체리향의 밝고 숙성된 타닌이 특징인 와인이다.
160,000원 (750㎖) 레드와인 앤 제이와이",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,245
246,"몬탈토, 페논 힐 피노 누아",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166651.jpg?723398,몬탈토,호주,빅토리아,피노 누아,red,13.5,1.0,3.0,3.0,3.0,"구운 돼지고기, 올리브, 머스타드와 곁들어진 음식 등과 잘 어울린다.",98000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166651,"프렌치 오크(새 오크는 26%이다)에서 숙성하며, 집중된 레드 체리, 라즈베리와 크랜베리의 향과 함께 Earthy한 감칠맛은 부드럽고 따뜻한 피니쉬를 보여준다. 또한 오크에서 느껴지는 드라이한 허브, 티라미수의 향을 느낄 수 있다.
98,000원 (750㎖) 레드와인 앤 제이와이",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,246
247,"레드헤즈 스튜디오, 블루 벨 샤르도네",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166649.jpg?509233,레드헤즈 스튜디오,호주,사우스,샤르도네,white,12.5,1.0,3.0,5.0,1.0,"크림소스 닭고기 요리, 연어 요리, 스파이시한 면요리, 과일 샐러드 등과 잘 어울린다.",92000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166649,"수확은 매년 가장 서늘한 시간은 늦은 밤에 이루어지며, 바로 압착과정으로 착즙하여 최상의 화이트 와인을 만든다. 청사과, 프렌치 오크향, 아몬드향과 함께 밝은 감귤류의 복숭아 향을 내포하고 있으며 크리미한 바닐라의 질감은 고급 샤르도네에서 느낄 수 있는 풍부함과 최고의 퀄리티를 암시한다. 복숭아, 사과 그리고 짙고 풍부한 토스티한 맛은 입 안에서의 라운드하고 우아한 무게감을 보인다.
92,000원 (750㎖) 레드와인 앤 제이와이",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,247
248,"빈디빈, 카발리에 블랑",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166648.jpg?068645,빈디빈,프랑스,서던,비오니에,white,11.5,1.0,3.0,3.0,1.0,"해산물 요리, 구운 닭고기 등과 잘 어울린다.",52000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166648,"많은 소비자들이 Cabaile 와인은 풍미가 많다고 인식하듯 드라이하고 라운드하며 풍부한 과실향을 가지고 있다. 옅은 볏짚, 반짝이는 골드빛을 띠며 Honeysuckle, 시트러스, 원숙한 열대과일의 아로마를 가지며, 멜론, 파인애플, 신선한 오렌지, 레몬의 맛을 느낄 수 있는 와인이다.
52,000원 (750㎖) 레드와인 앤 제이와이",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,248
249,"빈디빈, 카발리에 루즈",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166647.jpg?688838,빈디빈,프랑스,서던,그르나슈,red,12.5,1.0,4.0,4.0,4.0,소고기 캐서롤 등과 잘 어울린다.,52000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166647,"깊고 거무스름한 진홍색을 띠며, 오래된 루시용 포도나무에서 수확한 그르나슈 품종의 깊고 풍미가 많은 산딸기향, 스위트 스파이스 그리고 약간의 허브의 아로마를 느낄 수 있다.

벨벳처럼 부드럽고 스파이시하며 말린 자두의 원숙함은 소고기 캐서롤과 잘 어울리는 와인이다.
52,000원 (750㎖) 레드와인 앤 제이와이",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,249
250,"샤또 르 코인, 소비뇽 그리",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166645.jpg?353194,샤또 르 코인,프랑스,보르도,소비뇽 그리,white,12.5,1.0,4.0,4.0,1.0,"생선류, 흰 육류 등과 잘 어울린다.",60000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166645,"익히 알려진 소비뇽 블랑의 변종품종인 소비뇽 그리로 풍부한 스파이시, 프레쉬한 라임 향의 특징을 가지고 있다. 이 와인은 깨끗한 노란색의 유쾌하고 신선한 감귤류의 아로마를 잘 나타내며, 특히 올드바인에서 나오는 깊은 맛과 오크 터치는 더욱 깊은 맛과 향을 보여준다.
60,000원 (750㎖) 레드와인 앤 제이와이",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250
251,"보데가스 이시드로 밀라그로, 칼리 칸토 템프라니요 로블",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166635.jpg?421947,보데가스 이시드로 밀라그로,스페인,라,템프라니요,red,13.5,1.0,3.0,3.0,3.0,"고기, 스튜, 치즈 등과 잘 어울린다.",52000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166635,"말로라틱 발효 및 15일간 Macerate 발효 후, 6개월간 아메리칸 오크에서 숙성을 거친다. 깨끗한 필터링을 거친 후 안정화 작업 및 병입 전에 다시 한번 섬세한 필터링을 한다.

자주빛을 연상시키는 강렬한 체리빛을 띠며 바닐라향의 원숙한 과일향과 스파이시한 배경을 보여준다. 조화롭고 라운드한 구조를 갖고 있는 와인이다.
52,000원 (750㎖) 레드와인 앤 제이와이",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,251
252,"보데가스 이시드로 밀라그로, 칼리 칸토 베르데호",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166634.jpg?852874,보데가스 이시드로 밀라그로,스페인,라,베르데호,white,11.5,1.0,4.0,3.0,1.0,"파스타, 그릴드 야채, 밥, 송아지 고기, 어린 양고기, 흰 생선 등과 잘 어울린다.",48000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166634,"깨끗하고 정화된 생산과정을 거쳐 안정화작업 후, 병입 전에 다시 한 번 섬세한 필터링을 한다. 그린 빛의 밝은 골드 컬러를 가지고 있으며, 파워풀하고 프루티한 산림지대의 과실향을 상기시킨다. 긴 피니쉬와 함께 균형잡힌 라운드한 풀바디를 느낄 수 있는 와인이다.
48,000원 (750㎖) 레드와인 앤 제이와이",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,252
253,"코코모, 러시안 리버 밸리 피터스 빈야드 샤르도네",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166633.jpg?461285,코코모,미국,캘리포니아,샤르도네,white,14.5,1.0,3.0,4.0,1.0,"해산물, 달고기, 화이트 소스 베이스 음식 등과 잘 어울린다.",200000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166633,"100% 프렌치 오크에서 11개월 숙성하며 30%는 새 오크 배럴을 사용한다. 세바스토플 서쪽에 있는 포도밭으로 이곳은 특히 샤르도네 품종에 가장 적합한 좋은 밭으로 알려져 있다.

버터, 바닐라 등 다양한 오크향과 같이 피어나는 섬세한 미네랄 노트가 부르고뉴 와인을 연상시킨다. 뚜렷한 흰색 과실, 파인애플 향이 복합성을 더하고 좋은 산미의 긴 피니쉬로 이어지는 와인이다.
200,000원 (750㎖) 레드와인 앤 제이와이",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,253
254,"리버비, 싱글 빈야드 피노 누아",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166630.jpg?093417,리버비 에스테이트,뉴질랜드,사우스,피노 누아,red,11.5,1.0,3.0,3.0,3.0,"소고기, 송아지고기, 가금류, 기름진 생선요리 등과 잘 어울린다.",86000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166630,"25년 이상된 포도 나무에서 100% 손 수확 후 30%는 새 프렌치 오크에서 11개월간 숙성후 병입한다. 짙은 루비빛, 벨벳 컬러를 띠며 플로럴한 아로마와 체리, 자두, 크랜베리 및 드라이한 허브향의 복합미를 나나내며, 섬세하고 복잡한 과실향과 오크향을 보여주는 밀도가 높은 와인이다. 조화롭고 균형감 있는 산도, 타닌의 Earthy한 구조는 스파이시하고 붉은 과일 맛을 보인다.
86,000원 (750㎖) 레드와인 앤 제이와이",1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,254
