,title,image_link,winery,country,province,grape_type,wine_type,occasion,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size,link,aroma_y
564,"비냐 테라푸라, 리제르바 샤도네이",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164578.jpg?805803,비나 테라푸라,칠레,쿠리코,['샤르도네'],화이트,테이블 와인,13.5,1,4,3,1,"샐러드, 부드러운 치즈, 상큼한 소스의 파스타 등과 잘 어울린다.",40000,2019,750,https://www.wine21.com/13_search/wine_view.html?Idx=164578,"쿠리코 밸리와 안데스 산맥에 막혀 있는 몰리나 지역에서 재배된 포도를 사용하며 3월 말에 손으로 수확하여 저온에서 압착, 25일간 침용과 발효 과정을 거친다. 밝은 노란색에 매력적인 레몬, 바닐라 부케가 풍부하게 느껴지며 미디엄 바디로 상큼한 과일향과 부드러운 산미가 최상의 밸런스를 만들어 낸다. 배, 청사과와 열대 과일의 맛이 느껴지며, 끝 맛은 드라이하고 상큼하고 깔끔한 와인이다.
40,000원 (750㎖) 케이제이무역"
565,"비냐 테라푸라, 리제르바 피노누아",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164577.jpg?191991,비나 테라푸라,칠레,쿠리코,['피노 누아'],레드,테이블 와인,14,1,3,3,3,"수육, 뽀모도로 파스타, 그라노 파다노 치즈 등과 잘 어울린다.",45000,2018,750,https://www.wine21.com/13_search/wine_view.html?Idx=164577,"밝은 루비 컬러에 과일 바구니를 연상시키는 듯한 딸기, 체리, 잘 익은 자두향과 후추, 버섯의 향이 입 속에서 균형 잡히고 부드러운 맛을 내서 입에 활기를 준다. 과일을 씹는 것 같은 타닌과 향기가 잘 어우러지는 풍부하고 넘치는 과일의 맛이 특징인 와인이다.
45,000원 (750㎖) 케이제이무역"
566,"비냐 테라푸라, 리제르바 까르미네르",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164576.jpg?576877,비나 테라푸라,칠레,라펠,['카르메네르'],레드,테이블 와인,14,1,3,4,4,레드 소스 파스타 등과 잘 어울린다.,40000,2018,750,https://www.wine21.com/13_search/wine_view.html?Idx=164576,"짙은 퍼플 컬러에 부드러운 블랙 라즈베리의 부케가 퍼지며, 미디엄 바디와 균형 잡힌 밸런스로 접근하기 쉬운 레드와인이다. 잘 익은 블랙 베리, 블루베리와 살짝 스치는 페퍼의 향이 기분 좋게 느껴지며 마일드한 타닌이 끝 맛을 정리하는 와인이다.
40,000원 (750㎖) 케이제이무역"
567,"비냐 테라푸라, 리제르바 소비뇽 블랑",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164574.jpg?105314,비나 테라푸라,칠레,쿠리코,['소비뇽 블랑'],화이트,테이블 와인,13.5,1,4,2,1,"샐러드, 부드러운 치즈, 샐러드 파스타, 과일 등과 잘 어울린다.",40000,2018,750,https://www.wine21.com/13_search/wine_view.html?Idx=164574,"밝은 노란색 또는 볏집색에 복숭아의 화사한 맛이 느껴질 정도로 과일 향의 풍미와 농축미가 좋고, 입안에서의 밸런스가 뛰어난 와인이다. 상큼하며 발랄한 소비뇽 블랑의 맛을 100% 느낄 수 있게 해주는 와인이다.
40,000원 (750㎖) 케이제이무역"
568,블랙 코타지 피노 누아,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164572.jpg?178349,블랙 코타지,뉴질랜드,사우스,['피노 누아'],레드,테이블 와인,13.5,1,3,3,3,"오리꽁피, 치킨, 퐁듀, 파스타, 이베리코 돼지요리 등과 잘 어울린다.",79000,2018,750,https://www.wine21.com/13_search/wine_view.html?Idx=164572,"영롱한 레드 체리 컬러에 체리, 바이올렛, 스타아니스, 후추 등의 다채로운 향들과 진한 초콜릿, 타바코, 감초 맛을 느낄 수 있으며, 이후 스파이시한 맛과 즙이 많은 베리류의 과일 그리고 부드러운 타닌의 긴 피니쉬를 즐길 수 있는 와인이다.

뉴질랜드 와인의 대표 생산지인 말보로 지역의 와이라우(Wairau), 아와테레(Awatere)에서 재배된 포도로 만들어지며, 스테인레스 스틸과 프랑스 오크에서 10개월 숙성 그리고 데레스따즈(찌꺼기 제거) 과정을 거쳐 완성된다. 숙성 과정에서 산딸기 향과 부드러운 풍미를 증가시키고 병입 전 필터 작업을 거치게 된다.
79,000원 (750㎖) 케이제이무역"
569,블랙 코타지 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164571.jpg?524418,블랙 코타지,뉴질랜드,사우스,['소비뇽 블랑'],화이트,테이블 와인,13.5,1,4,2,1,"샐러드 류, 비빔국수, 해산물 초무침 등과 잘 어울린다.",70000,2019,750,https://www.wine21.com/13_search/wine_view.html?Idx=164571,"연한 옐로우 컬러에 신선한 구아바, 구스베리, 시트러스 계열, 열대 과일 등의 풍부한 과실 향과 부드러운 터치와 기분 좋은 산미를 느낄 수 있다. 으깨진 허브와 감귤, 멜론 맛으로 긴 피니쉬를 즐길 수 있는 와인이다.

뉴질랜드 와인의 대표 생산지인 말보로 지역, 그 중에서도 와이라우(Wairau), 남부(Southern Valleys) 그리고 아와테레(Awatere)에서 포도들을 재배하며, 이 지역들은 기후 차가 큰 특징을 갖고 있는데, 낮에는 30도 까지 온도가 올라가지만 밤에는 시원한 기후를 유지함으로써 포도의 적절한 산도, 타닌이 형성되기 적합한 환경을 갖추고 있다.
70,000원 (750㎖) 케이제이무역"
570,슈플라이 샤도네이,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164570.jpg?046696,슈플라이,호주,사우스,['샤르도네'],화이트,테이블 와인,13.5,1,4,3,1,"후라이드 치킨, 조개찜, 라자냐, 학센 등과 잘 어울린다.",67000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=164570,"샤르도네의 유명 생산지인 아들레이드 힐 중에서도 2300피트 고도의 높은 곳에서 재배된 신선한 포도로 만들어지며, 3월 중순에 수확한 뒤 스테인레스 스틸과 오크통에서 숙성을 거치게 된다. 연한 노란색 컬러를 가지며 약간의 버터향, 오크향과 구아바 그리고 잘 익은 자몽 향이 느껴지며, 흰 복숭아와 즙이 많은 감귤류의 풍미가 입 안에서 지속되는 슈플라이의 대표 와인이다.
67,000원 (750㎖) 케이제이무역"
571,슈플라이 쉬라즈,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164569.jpg?445846,슈플라이,호주,사우스,['시라/쉬라즈'],레드,테이블 와인,14.5,1,4,4,4,"티본 스테이크, 등심 스테이크, 양갈비, LA 갈비, 까르보나라 파스타 등과 잘 어울린다.",67000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=164569,"밝은 레드 컬러에 검은색과 푸른색 과일류, 감초와 후추 등의 향과 블루베리, 체리, 다양하고 향신료의 질감에 질 좋은 타닌과 생기 넘치는 긴 여운의 산미와 부드러운 마무리가 좋은 슈플라이의 대표 와인이다.
67,000원 (750㎖) 케이제이무역"
572,크로스 스프링스 리저브 카베르네 소비뇽,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164568.jpg?124986,샤논릿지,미국,캘리포니아,['카베르네 소비뇽'],레드,테이블 와인,14.5,1,4,4,4,"스테이크, 소고기 케밥, 소고기 스튜 등과 잘 어울린다.",133000,2014,750,https://www.wine21.com/13_search/wine_view.html?Idx=164568,"짙은 블랙베리, 블랙체리, 블랙 커런트 등 검은 과실의 프루티한 아로마와 혼합 베리 향신료에서 피어나는 스파이시함과 동시에 풍부함, 우아함, 끈기가 집중적으로 느껴지는 식감으로 굳건한 피니쉬까지 세 박자를 고루 갖춘 레드와인이다.
133,000원 (750㎖) 케이제이무역"
573,어젠시 피노 누아,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164567.jpg?521918,샤논릿지,미국,캘리포니아,['피노 누아'],레드,테이블 와인,13.5,1,4,3,3,가금류 등과 잘 어울린다.,91000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=164567,"잘 익은 체리와 향신료, 그리고 건조된 허브의 아로마가 구수하게 흩날리며, 붉은 과일류와 즙이 많은 자두의 달콤함과 백후추 향신료의 조화가 잘 어울리며 전통적인 피노누아에 반하는 구조감이 튼튼한 부드러움을 선사하는 와인이다.
91,000원 (750㎖) 케이제이무역"
574,어젠시 까베르네 소비뇽,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164566.jpg?125706,샤논릿지,미국,캘리포니아,['카베르네 소비뇽'],레드,테이블 와인,14.5,1,4,4,4,"소고기, 양고기, 가금류 등과 잘 어울린다.",91000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=164566,"검붉은 과실류의 육즙이 많은 진한 붉은색이 감돌며, 열매와 마른 허브, 아몬드, 바닐라, 향신료의 아로마가 말로 표현할 수 없는 복합미로 코끝을 자극한다. 매운 백후추의 스파이시함과 산딸기, 바닐라의 약간 달콤함이 너무 강하지 않게 맛을 다독이며 기분좋은 목넘김을 선사한다. 시간이 흐를 수록 기대감이 커져나가는 와인이다.
91,000원 (750㎖) 케이제이무역"
575,"샤논 릿지, 하이 엘레베이션 샤도네이",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164565.jpg?192969,샤논릿지,미국,캘리포니아,['샤르도네'],화이트,테이블 와인,13.5,1,4,3,1,"버섯요리, 샐러드, 크림파스타, 갑각류 등과 잘 어울린다.",84000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=164565,"배, 녹색 사과, 멜론, 감귤류 등 가볍게 구운 코코넛, 참나무, 카라멜 향이 깊고 길게 느껴지며 즙이 많은 질감을 가지고 있는 와인이다.
84,000원 (750㎖) 케이제이무역"
576,카사노바 프로세코 브뤼,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164563.jpg?496982,지아코모 카사노바,이탈리아,베네토,['글레라'],스파클링,테이블 와인,11.5,1,4,2,1,"사시미, 캐비어, 치킨, 칠면조, 에피타이저 등과 잘 어울린다.",79000,NV,750,https://www.wine21.com/13_search/wine_view.html?Idx=164563,"밝은 연노랑 컬러에 여러 조화로움이 끊임없이 지속되고, 골든 애플, 복숭아, 살구 등의 다양하고 풍성한 과일 향과 상쾌한 산미와 타닌, 그리고 입안 전체를 아우르는 매력적인 이태리 프로세코이다.
79,000원 (750㎖) 케이제이무역"
577,카사노바 헨리에떼 뀌베 브뤼,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164562.jpg?884407,지아코모 카사노바,이탈리아,베네토,"['글레라', '피노 블랑', '가르가네가', '트레비아노']",스파클링,테이블 와인,11.5,1,4,2,1,"식전 에피타이저, 해산물, 디저트 등과 잘 어울린다.",55000,NV,750,https://www.wine21.com/13_search/wine_view.html?Idx=164562,"밝은 옐로우 컬러에 열대 과일류와 딱총나무 등의 강렬하고 우아한 부케, 섬세하고 부드러운 산미가 좋은 이탈리아의 가장 클래식한 프로세코이다.
55,000원 (750㎖) 케이제이무역"
578,그라티 키안티 리제르바,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164561.jpg?542880,아지엔다 비니콜라 갈리가 F.lli 그라티,이탈리아,토스카나,"['산지오베제', '카나이올로', '콜로리노']",레드,테이블 와인,12.5,1,4,3,3,"소고기, 송아지 요리 등과 잘 어울린다.",68000,2012,750,https://www.wine21.com/13_search/wine_view.html?Idx=164561,"진한 루비 레드 계열을 색상과 체리, 플로랄, 바닐라 향이 조화롭고 기분 좋게 피어오르고, 부드러운 타닌과 함께 입 안에서도 매우 부드러우며 질감이 좋고 균형이 잘 잡혀 있어 끝맛이 오래 지속되며 산미가 매력적이다. 또한 풍부한 과일향을 느낄 수 있는 와인이다.
68,000원 (750㎖) 케이제이무역"
579,"프리츠 빈디쉬, 알스하이머 뢰머베르그 리슬링 아우스레제",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164560.jpg?050925,프리츠 빈디쉬 와이너리,독일,라인헤센,['리슬링'],화이트,테이블 와인,10.5,4,3,3,1,"샐러드, 부드러운 채소, 쿠키, 과일 등과 잘 어울린다.",72000,2018,750,https://www.wine21.com/13_search/wine_view.html?Idx=164560,"라인 헤센 지역에서 생산되는 화이트 와인 중에 가장 값어치가 높은 제품 중에 하나이며(Top 20%), 꿀, 살구, 복숭아 등 과일의 풍부한 향과 장기 숙성이 가능한 포도만을 선별하여 생산하는 디저트 와인이다. 골드 옐로우 컬러에 사과, 복숭아, 배 등의 풍부한 과일의 향과 스위트 함이 산미와 잘 어울리는 와인이다.
72,000원 (750㎖) 케이제이무역"
580,"프리츠 빈디쉬, 니어스타이너 슈피겔베르그 리슬링 카비넷",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164559.jpg?568152,프리츠 빈디쉬 와이너리,독일,라인헤센,['리슬링'],화이트,테이블 와인,8.5,3,4,2,1,"샐러드, 부드러운 채소, 고기류, 과일 등과 잘 어울린다.",60000,2018,750,https://www.wine21.com/13_search/wine_view.html?Idx=164559,"라인 헤센 지역의 리슬링은 적절한 강수량과 일조량 덕분에 신선한 미네랄리티와 다양한 풍미를 충분히 느낄 수 있는 뛰어난 퀄리티의 리슬링 빈야드에서 재배되어 선별한 포도를 생산한다. 골드 옐로우 컬러에 사과, 복숭아, 배 등의 풍부한 과일향, 스위트함과 산미가 잘 어울리는 와인이다.
60,000원 (750㎖) 케이제이무역"
581,"프리츠 빈디쉬, 알스하이머 보크슈타인 오르테가 베른아우스레제",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164558.jpg?393791,프리츠 빈디쉬 와이너리,독일,라인헤센,['오르테가'],화이트,테이블 와인,9.5,5,2,4,1,"케이크, 쿠키, 디저트류, 과일 등과 잘 어울린다.",91000,2018,375,https://www.wine21.com/13_search/wine_view.html?Idx=164558,"잘 익은 배와 살구 향이 느껴지며, 잘 익은 과일과 꿀의 맛이 산도와 함께 조화를 이룬다. 병 숙성이 진행될 수록 풍부한 맛을 느낄 수 있으며, 뮈스카와 복숭아, 꿀의 향이 더욱 짙어진다. 와인에 사용된 오르테가 품종은 주로 라인 헤센 지역에서 재배되며, 타 품종에 비해 빨리 익고 당도가 높아 스위트 와인 생산에 최적화 되어있다.
91,000원 (375㎖) 케이제이무역"
582,"도멘 드 라 호예르, 꼬뜨 뒤 론 루즈",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164554.jpg?478984,도멘 드 라 호예르,프랑스,론,"['그르나슈', '쌩쏘']",레드,테이블 와인,14.5,1,3,4,4,"모르따델라, 삼겹살, 치킨, 그릴드 야채, 지중해 요리 등과 잘 어울린다.",75000,2014,750,https://www.wine21.com/13_search/wine_view.html?Idx=164554,"밝은 가넷 레드 컬러에 생강 빵 아로마와 검은 건포도, 스모크 향, 붉은 과일, 블랙 커런트 등의 신선한 향이 느겨진디. 입 안에서 느껴지는 라운드함과 밸런스를 갖춘 타닌의 조화가 좋은 와인이다.
75,000원 (750㎖) 케이제이무역"
583,"도멘 드 라 호예르, 루베롱 오피둠 ",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164553.jpg?891668,도멘 드 라 호예르,프랑스,론,"['시라/쉬라즈', '그르나슈 누아', '까리냥']",레드,테이블 와인,9.5,1,3,4,4,"살라미 등의 햄류, 치즈, 가금류, 스테이크 등과 잘 어울린다.",79000,2015,750,https://www.wine21.com/13_search/wine_view.html?Idx=164553,"가넷 레드 컬러에 담배와 검은 건포도 향의 강렬한 부케와 토스트한 풍미가 뒤 따른다. 입안에서 풍부하고 부드러운 타닌은 스모키한 향과 감초, 생강 등의 허브 향이 조화를 이룬다. 과일 향이 풍부하고 밸런스와 타닌의 실키함이 좋은 와인이다.
79,000원 (750㎖) 케이제이무역"
584,"도멘 드 라 호예르, 루베롱 블랑",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164552.jpg?730226,도멘 드 라 호예르,프랑스,론,"['그르나슈 블랑', '클레렛', '롤', '비오니에']",화이트,테이블 와인,13.5,1,3,3,1,"생선, 해산물류, 그릴드 야채, 치즈, 가금류 백숙 등과 잘 어울린다.",72000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=164552,"반짝이고 투명한 녹색을 띤 골드 컬러에 부드럽고 신선한 아몬드 및 견과류, 토스티한 향과 타임 같은 허브류 등의 향과 복합적이고 입 안에서 가득차는 느낌의 팔레트와 좋은 밸런스, 그리고 스파이시한 아로마가 전해지는 화이트 와인이다.
72,000원 (750㎖) 케이제이무역"
585,"도멘 드 라 호예르, 시라 보클루즈",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164551.jpg?135333,도멘 드 라 호예르,프랑스,론,"['시라/쉬라즈', '까리냥']",레드,테이블 와인,14.5,1,3,4,4,"연성치즈, 오리 가슴살, 붉은 생상의 육류, 그릴 요리 등과 잘 어울린다.",55000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=164551,"가넷 레드 컬러에 강렬한 붉은 과일류, 블랙커런트, 건포도, 스모키한 향과 구운 듯한 진한 아몬드의 풍미가 잔잔하게 느껴지며, 우아하고 매력적인 도멘 드 라 호예르의 가성비 좋은 엔트리급 와인이다.
55,000원 (750㎖) 케이제이무역"
586,"토레스, 비냐 에스메랄다 스프링 에디션",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164549.jpg?538098,토레스 (미구엘 또레스)  - 스페인 ,스페인,까탈루냐,"['모스카텔', '게뷔르츠트라미너']",화이트,테이블 와인,8,3,3,2,1,"조개류의 요리, 생선요리, 달콤하고 신 맛의 소스를 곁들인 닭고기, 돼지고기 등과 잘 어울린다.",29000,2018,750,https://www.wine21.com/13_search/wine_view.html?Idx=164549,"은은하게 초로빛을 띄우는 짚색으로 감각적이고 이국적인 향이 매력적이다. 맛깔스럽게 잘 짜여진 잘 익은 바나나, 복숭아, 장미와 백합의 향이 아름다우며 신선하고 바삭거리는 우아한 맛이 혀 끝에서 느껴진다. 꽃과 과일의 맛을 느낄 수 있으며 파란 사과를 연상케하는 끝맛이 인상적인 와인이다.
29,000원 (750㎖) 신동와인"
587,"쓰리 딥스, 더쇼 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164540.jpg?121664,쓰리 딥스,미국,캘리포니아,"['카베르네 소비뇽', '쁘띠 시라']",레드,테이블 와인,19,1,3,4,4,"붉은육류, 바비큐, 숙성된 치즈 등과 잘 어울린다.",72000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=164540,"진한레드, 자주빛을 보이며 검붉은 과일향이 기분 좋은 첫인상을 선사한다. 향신료, 시가, 토스트의 아로마를 느낄 수 있으며 스파이시하고 풍부한 바디감이 지속된다. 부드러운 타닌과 함께 매끄럽게 오래도록 지속되는 와인이다.
72,000원 (750㎖)"
588,"쓰리 딥스, 샤도네이",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164539.jpg?597349,쓰리 딥스,미국,캘리포니아,['샤르도네'],화이트,테이블 와인,9,1,3,2,1,"시저 샐러드, 크림 파스타 등과 잘 어울린다.",54000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=164539,"옅은 골드 빛을 띄며 바삭바삭한 스타일로 만들어진 샤도네이로, 열대과일의 아로마를 느낄 수 있다. 감귤류, 시트러스, 파인애플의 맛과 스위트한 오크 향이 뒷받침된다. 크리미하면서 풀 바디한 샤도네이로 밝은 산도와 함께 상쾌한 피니쉬를 보여주는 와인이다.
54,000원 (750㎖)"
589,"쓰리 딥스, 피노 누아",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164538.jpg?428816,쓰리 딥스,미국,캘리포니아,"['피노 누아', '시라/쉬라즈', '쁘띠 시라']",레드,테이블 와인,9.5,1,4,3,3,"버섯 요리, 치즈, 돼지고기 등과 잘 어울린다.",54000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=164538,"아름다운 보라빛을 띄며 신선한 체리 아로마와 쥬시한 딸기잼의 향을 느낄 수 있다. 프랑스, 미국참나무를 사용하여 토스티한 오크 향도 함께 느껴진다. 미디움바디의 피노누아로 우아하면서 은은한 과일의향이 느껴지면서 쉬라와, 쁘띠쉬라가 블랜딩되어 균형 잡힌 피노누아의 맛으로 마무리되는 와인이다.
54,000원 (750㎖)"
590,"쓰리 딥스, 레드 블랜드",,쓰리 딥스,미국,캘리포니아,"['진판델', '메를로', '카베르네 소비뇽', '시라/쉬라즈']",레드,테이블 와인,11,1,3,4,3,"양고기, 치즈 등과 잘 어울린다.",60000,2015,750,https://www.wine21.com/13_search/wine_view.html?Idx=164537,"밝은 체리빛을 지닌 이 레드블랜드는 숨겨진 보석 같다. 강한 베리류의 향과, 바닐라의 아로마를 느낄 수 있으며 훌륭한 미디움 바디를 이끌어 준다. 달콤하면서도 토스티한 오크향이 부드러운 탄닌으로 마무리되는 와인이다.
60,000원 (750㎖)"
591,"쓰리 딥스, 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164536.jpg?842056,쓰리 딥스,미국,캘리포니아,['카베르네 소비뇽'],레드,테이블 와인,49,1,4,4,4,"돼지고기, 소고기 등과 잘 어울린다.",54000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=164536,"루비색상의 빛을 띄며 체리와 토스트, 바닐라의 깊은 아로마를 느낄 수 있다. 부드럽고 접근하기 쉽고, 풀 바디하지만 단단하고 풍미가 넘친다. 균형 잡힌 달콤한 과일 맛과 참나무의 향이 느껴지며, 유연한 탄닌감은 긴 피니쉬를 보여주는 와인이다.
54,000원 (750㎖)"
592,아니무스 도우로 레드 와인,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164527.jpg?905638,빈센테 파리아 비뉴스,포르투갈,도우루,"['틴타 로리즈', '투리가 프란카', '투리가 나시오날']",레드,테이블 와인,13,1,3,3,3,"피자, 치킨, 파스타 등과 잘 어울린다.",50000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=164527,"Animus Douro 2017은 포르투갈을 대표하는 Douro Valley에서 나오는 토착품종 3 가지를 블렌딩하여 마시는 순간 포르투갈의 Holiday로 데려다 주는 기분 좋은 와인이다. 한 모금 마시면 스파이시하면서 잘 익은 붉은 과실향의 아로마가 돋보이면서 플럼, 삼나무의 섬세한 플레이버로 이어진다. 혀 끝에 감도는 Powdery한 탄닌은 짙은 여운을 남기며 포르투갈 와인의 본 모습을 느끼게 한다.


50,000원 (750㎖) 와인투유코리아"
593,"자르데또, 포르타 몬티카노",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164515.jpg?044773,자르데또,이탈리아,베네토,"['글레라', '인크로시오 만조니', '보스케라', '베르디소']",스파클링,테이블 와인,11,1,3,1,1,"살라미, 치즈 등과 잘 어울린다.",29000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=164515,"노란 과일의 신선함과 흰 꽃의 향긋한 아로마가 섬세하게 피어오르는 스파클링 와인이다.
29,900원 (750㎖) 나라셀라"
594,"코노, 피노 누아",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164500.jpg?972676,코노,뉴질랜드,사우스,['피노 누아'],레드,테이블 와인,13.5,1,3,3,2,"육류요리, 참치구이 등 붉은살 생선요리 등과 잘 어울린다.",26000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=164500,"짙은 루비색을 띠고 체리, 플럼 등의 향과 야생 허브의 힌트가 느껴진다. 입안에서는 잘 익은 검붉은 과일과 향신료, 프렌치 오크에서 오는 말린 허브의 뉘앙스가 감돈다. 실키한 탄닌과 좋은 다양한 풍미의 좋은 밸런스가 길고 우아한 여운을 선사하는 와인이다.

포도를 수확한 블록별로 분류해 소규모로 ‘open-top’ 방식으로 발효한다. 낮은 온도에서 마세레이션을 진행하고 오크통에 담아 추운 겨울 기간 동안 숙성한다. 날씨가 따뜻해지는 봄이 오면 자연적으로 젖산발효를 거친 와인들을 탱크에서 블렌딩해 출시한다.
26,800원 (750㎖) 신세계엘앤비"
595,"페데리코 파테니나, 템프라니요",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164499.jpg?362891,페데리코 파테니나,스페인,리오하,['템프라니요'],레드,테이블 와인,14,1,3,4,3,"파스타, 토마토 요리, 치즈 등과 잘 어울린다.",10000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=164499,"루비같은 붉은 색을 띠고 붉은색 과일향이 은은하게 나면서 바닐라의 힌트를 느낄 수 있다. 활기차고 신선한 과실 향을 느낄 수 있다. 일반적인 ‘비노 호벤(Vino Joven)’와인들과 다르게 6개월 동안 오크통에서 천천히 숙성시켜 맛과 향의 밸런스가 훌륭한 와인이다.


10,780원 (750㎖) 신세계엘앤비"
596," 페데리코 파테니나, 까바 브뤼 스페셜 에디션",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164498.jpg?903795,페데리코 파테니나,스페인,페네데스,"['자렐로', '마카베오', '빠레야다']",스파클링,테이블 와인,8,1,4,2,1,"식전주, 수프, 디저트 등과 잘 어울린다.",9000,NV,750,https://www.wine21.com/13_search/wine_view.html?Idx=164498,"밝은 볏짚색을 띠고 있으며 2차 발효 및 숙성에서 비롯된 섬세하고 가느다란 기포를 즐길 수 있다. 깔끔한 시트러스 아로마와 은은한 꽃 향기가 느껴지고 입 안을 개운하게 해 주는 산미가 훌륭한 와인이다.

까바 DO 구역의 엄선된 밭에서 재배한 우수한 포도를 수확해 샴페인 전통 방식으로 양조했다. 까바 지역의 심장부에 위치한 셀러에서 병입, 2차 발효 및 숙성 후 출시한다.


9,980원 (750㎖) 신세계엘앤비"
597,"페데리코 파테니나, 크리안자 반다 오로",http://img.wine21.com/WINE_MST/TITLE/0164000/W0164497.jpg?705619,페데리코 파테니나,스페인,리오하,"['템프라니요', '가르나차']",레드,테이블 와인,9,1,3,4,3,"소금에 절인 치즈, 로스팅한 육류, 토마토 소스를 곁들인 파스타 등과 잘 어울린다.",9000,2015,750,https://www.wine21.com/13_search/wine_view.html?Idx=164497,"잘 숙성한 크리안자 특유의 루비색을 띠고 있으며 은은한 붉은 과일 향기가 매력적이다. 잘 짜인 구조감과 달콤한 과일 노트가 와인을 우아하고 세련되게 만들어준다.

26℃를 넘지 않는 온도에서 발효 후 오크 캐스크에서 12개월 간 천천히 숙성한다. 병입 후 12개월 더 숙성해 출시한다.


9,980원 (750㎖) 신세계엘앤비"
598,뻬띠엉 드 리스텔 복숭아,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164496.jpg?099394,리스텔,프랑스,서던,['청포도 즙'],스파클링,테이블 와인,3.5,3,2,1,1,"브런치 음식, 계절 과일, 복숭아, 디저트 등과 잘 어울린다.",25000,NV,750,https://www.wine21.com/13_search/wine_view.html?Idx=164496,"밝은 주황색을 띠며 달달한 복숭아 향과 청포도 향이 산뜻하게 느껴진다. 알코올이 낮아 청량한 탄산과 달콤하고 풍부한 복숭아 향이 돋보이며 마시기 편안하다.
25,000원 (750㎖) 레뱅드매일"
599,카살리 델 바로네 바르베라 150 + 1,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164455.jpg?148103,쉥크 이탈리안 와이너리즈,이탈리아,피에몬테,"['바르베라', '네비올로']",레드,테이블 와인,13.5,1,4,3,2,"칠면조, 가공육, 햄, 숙성된 치즈 등과 잘 어울린다.",38000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=164455,"짙은 루비색을 띠고 잘 익은 붉은 과일, 꽃의 아로마가 느껴진다. 입 안에서는 다크 초콜릿, 후추의 맛이 살짝 느껴지는 세련된 타닌의 와인이다.
38,000원 (750㎖) 올빈와인"
