,title,image_link,winery,country,province,grape_type,wine_type,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size,link,aroma,meat,cheese,seafood,vegetables,dessert,floral,fruit,citrus,oriental_spice,oriental_leather,earth,dark_aroma,fruity_aroma,europe_a,europe_b,north_america,south_america,new_world,korea,red,white,wine_id,type
1922,1865 리미티드 에디션 시라,http://img.wine21.com/WINE_MST/TITLE/0148000/W0148607.jpg?603487,산 페드로,칠레,코킴보,시라/쉬라즈,red,14.5,1.0,3.0,5.0,4.0,"비프 스테이크, 양고기 바베큐, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다.",100000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148607,"서늘한 기후에서 자란 프리미엄 시라의 유니크한 개성을 보여준다. 특유의 강렬한 보라빛 레드 컬러를 띄고 있으며, 미네랄, 올리브, 타바코, 체다치즈 등 다양한 풍미가 복합적으로 느껴진다. 탄탄한 구조감과 적절한 산도, 잘 익은 타닌 부드러움이 긴 여운으로 마무리 되는 우아한 스타일의 레드와인이다.

100,000원 (750㎖) 금양인터내셔날",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1922,b
1932,바롱 다리냑 무엘루,http://img.wine21.com/no_image1.jpg?583842,바롱 다리냑,프랑스,,까리냥,white,11.0,1.0,3.0,3.0,1.0,"모짜렐라 소스와 토마토, 가벼운 파스타, 샐러드요리 등과 잘 어울린다.",16000.0,2007,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148452,"밝은 루비색을 띠며 잘 만들어진 미디엄 스위트 와인으로 붉은 과일 향, 건포도, 미량의 스파이시한 향을 지닌다. 또한 강렬하고 풍부한 과일 맛을 온 입안으로 느낄 수 있다.
16,000원 (750㎖)",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1932,b
1934,샤또 브루 라갸르데뜨,http://img.wine21.com/WINE_MST/TITLE/0148000/W0148448.jpg?777484,샤또 브루 라갸르데뜨,프랑스,사우스웨스트,말벡,red,9.0,1.0,3.0,4.0,4.0,"각종 그릴에 구운 육류요리, 고다치즈, 붉은 육류, 흰살 육류 등과 잘 어울린다.",55000.0,2005,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148448,"검붉은 색을 띠며 복합적으로 어우러진 블랙 프루트, 바닐라 맛을 느낄 수 있다. 첫맛은 부드럽고, 구조감이 좋고, 입안에 꽉 차는 맛이 탁월하며 오크향을 부드럽게 해준다.
55,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1934,b
1936,"살렌타인, 까베르네 소비뇽 리저브",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148444.jpg?526576,보데가 살렌타인,아르헨티나,멘도사,카베르네 소비뇽,red,9.5,1.0,3.0,5.0,4.0,"삼겹살, 돼지갈비, 갈비찜, 튀김, 볶음요리, 해물요리등과도 잘 어울린다.",45000.0,2004,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148444,"검붉은 와인색을 띠며 오렌지, 자몽 등의 풍부한 과일향과 페퍼, 토스트, 은은한 바닐라 향을 지니고 있다. 15개월 동안 프렌치 오크통에서 숙성시켜 입안을 꽉 채우는 강한 탄닌을 느낄 수 있고 끝으로 갈수록 응축된 과일맛과 부드럽게 여운을 남기는 탄닌을 동시에 느낄 수 있다.
45,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1936,b
1937,"키리힐, 카버네쇼비뇽",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148442.jpg?019998,키리힐 와인,호주,사우스,카베르네 소비뇽,red,9.5,1.0,3.0,4.0,4.0,"고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈등과 잘 어울린다.",59000.0,2008,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148442,"짙은 보라빛을 띤 루비빛 레드빛과 자두와 오디, 그리고 다크 체리의 풍미와 함께 부드러운 탄닌과 초콜릿의 맛과 향이 느껴진다. 프랑스산과 미국산 오크 배럴에서 6개월 동안 숙성시킨다.

59,000원 (750㎖)",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1937,b
1938,"키리힐, 쉬라즈",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148441.jpg?810344,키리힐 와인,호주,사우스,시라/쉬라즈,red,9.5,1.0,3.0,4.0,3.0,"붉은소스의 스테이크, 스파게티, 양고기, 송아지요리, 육즙이 풍부한 쇠고기요리등과 함께 하면 좋다.",59000.0,2009,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148441,"바이올렛 레드빛과 초콜릿과 달콤한 블랙베리, 자두열매의 향과 맛이 일품이다.
클레어 밸리 내 세 군데의 특정한 소구역에서 포도를 수확하여 각각 따로 압축, 추출 한 뒤 각 각의 배럴에서 발효 후 세 가지 다른 와인들을 혼합하여 프랑스산 오크에서 6개월 동안 숙성 한다.
59,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1938,b
1939,"드 보톨리, 셀렉션 쉬라즈 까베르네  ",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148380.jpg?541451,드 보톨리,호주,,시라/쉬라즈,red,14.0,1.0,3.0,3.0,4.0,"바베큐, 스파이시한 이태리 음식과 잘 어울린다.",28000.0,2012,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148380,"생동감있는 보라빛을 띠는 짙은 크림슨 색상으로 블랙베리류, 카시스의 향이 옅은 밀크 초콜렛 우유, 민트의 향과 어우러진다. 베리류와 카시스의 조화로운 맛을 가지는 미디엄 바디의 와인이다.
28,000원 (750㎖) 레뱅드매일",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1939,b
1944,"두르뜨, 그랑 떼루아 쌩떼밀리옹",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148337.jpg?705744,두르뜨,프랑스,보르도,메를로,red,13.5,1.0,3.0,3.0,3.0,"와인자체만으로도 훌륭한 풍미와 질감을 가져다 준다. 부드러운 치즈, 고급 스테이크등과 함께하면 좋다.",55000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148337,"루비 레드 빛을 띠고 잘 익은 붉은 과일과 은은한 향신료 향이 조화롭다. 매끄러운 질감의 긴 여운을 남기는 와인이다.

두르뜨 그랑떼루아는 보르도, 메독, 생떼밀리옹 등 보르도 대표지역의 와인으로 구성, 각 지역 떼루아 특성에 따른 고유한 특색을 지닌 와인 양조를 목표로 탄생한 브랜드다. 두르뜨가 엄선한 포도를 최상의 와인 양조 기술을 통해 생산, 일관되고 뛰어난 품질과 다양한 과일 향, 부드러운 탄닌을 지닌 스타일로 애호가들에게 각 지역별 와인의 고유한 특징을 느낄 수 있는 기회를 제공한다.
55,000원 (750㎖) 하이트 진로",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1944,b
1949,두르뜨 떼루아 뎁셉시옹 크로아 데 메뉴 생떼밀리옹,http://img.wine21.com/WINE_MST/TITLE/0148000/W0148330.jpg?932071,두르뜨,프랑스,보르도,메를로,red,9.0,1.0,3.0,4.0,4.0,"살라미, 파스타, 바다가재 찜, 송아지 고기, 에멘탈 치즈 등과 잘 어울린다.",72000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148330,"짙은 체리빛 레드색을 띠고 잘 익은 붉은 과일과 향신료 향이 조화롭고 토스트한 향. 은은한 풀내음이 느껴진다. 복합적인 풍부하고 진한 과실맛과 매끄럽고 탄탄한 탄닌이 긴 여운을 남기는 정교한 맛을 가진 와인이다.

두르뜨 떼루아 덱셉시옹은 두르뜨의 아주 오랜 파트너쉽을 이룬 포도원 중에서 뛰어난 떼루아를 가진 구역의 최상의 포도를 엄선하여 두르뜨 양조전문가의 엄격한 감독하에 생산과 수확이 진행된 와인이다. 두르뜨의 와인셀러에서 뛰어난 프랑스산 새 오크배럴에서 1년간 숙성을 거친 뒤 출시되는, 최고 품질의 한정된 브랜드 와인이다.
72,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1949,b
1950,"두르뜨, 떼루아 덱셉시옹 떼라스 데 라 자유 메독 ",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148329.jpg?631047,두르뜨,프랑스,보르도,카베르네 소비뇽,red,9.0,1.0,3.0,3.0,3.0,"고급 치즈, 프와그라, 등심 스테이크, 신선한 해산물 볶음 요리 등과 함께하면 좋다.",52000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148329,"짙은 체리빛 레드색을 띠고 잘 익은 붉은 과일과 향신료 향이 조화롭고 토스트한 향. 은은한 풀내음이 느껴진다. 복합적인 풍부하고 진한 과실맛과 매끄럽고 탄탄한 탄닌이 긴 여운을 남기는 정교한 맛을 가진 와인이다. 1년간 프랑스산 새 오크배럴에서 숙성되었다.

두르뜨 떼루아 덱셉시옹은 두르뜨의 아주 오랜 파트너쉽을 이룬 포도원 중에서 뛰어난 떼루아를 가진 구역의 최상의 포도를 엄선하여 두르뜨 양조전문가의 엄격한 감독하에 생산과 수확이 진행된 와인이다. 두르뜨의 와인셀러에서 뛰어난 프랑스산 새 오크배럴에서 1년간 숙성을 거친 뒤 출시되는, 최고 품질의 한정된 브랜드 와인이다.
52,000원 (750㎖)",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1950,b
1951,"브라운 브라더스, 히쓰코트 리미티드 릴리즈 쉬라즈",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148303.jpg?220669,브라운 브라더스,호주,빅토리아,시라/쉬라즈,red,14.0,1.0,3.0,4.0,4.0,"중국요리, 간편한 육류요리, 약간 스파이시한 한식, 볶음요리 등과 잘 어울린다.",68000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148303,"진한 루비색, 검은 베리와 화이트 페퍼의 스파이시함과 은은한 민트향이 복합미를 이룬다. 풍부한 베리류의 풍미와 스파이시함이 강렬하게 전해지며 히쓰코트 지역에서 재배된 쉬라즈의 전형을 보여줌. 균형 잘 잡힌 산도와 부드러운 탄닌감이 완벽한 조화를 이룬다.
68,000원 (750㎖)",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1951,b
1953,샤또 뽈리안느,http://img.wine21.com/WINE_MST/TITLE/0148000/W0148295.jpg?327189,샤또 폴리안느,프랑스,보르도,메를로,red,13.0,1.0,3.0,4.0,3.0,"돼지갈비, 갈비찜, 로스트 안심과 등심, 진한 소스의 육류, 오래된 숙성 치즈 등과 잘 어울린다.",55000.0,2011,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148295,"짙은 루비색, 향기로운 잘 익은 과일 아로마와 은은하게 퍼지는 바닐라 향이 우아하게 조화를 이룬다. 적절한 탄닌감과 풍부한 과일 풍미가 잘 어우러지며 여운까지 이어지는 부드러운 재질감이 매력적인 와인이다.
55,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1953,b
1954,"와인메이커스 컬렉션 뀌베 넘버 투, 드니 뒤부르디유",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148294.jpg?867666,드니 뒤부르디유,프랑스,보르도,카베르네 소비뇽,red,13.0,1.0,3.0,3.0,3.0,"고급 안심, 등심 스테이크, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다.",135000.0,2006,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148294,"짙은 갸넷 컬러, 블랙 커런트와 레드 커런트의 아로마가 풍부하게 피어오르며 은은하게 전해지는 토스티한 향과 검은 버찌 향이 매력적인 부케를 형성한다. 부드러운 유연미와 함께 살집이 도톰하게 잡히는 풍부한 미감이 인상적이며 달콤한 과일 풍미와 힘 있는 탄닌감의 조화가 뛰어남. 스모키하고 스파이시한 풍미가 은은하게 전해져 개성을 더해준다.
135,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1954,b
1955,"와인메이커스 컬렉션 뀌베 넘버 원, 미셸 롤랑",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148293.jpg?362658,미쉘 롤랑 컬렉션,프랑스,보르도,카베르네 소비뇽,red,9.0,1.0,3.0,3.0,3.0,"로스트 안심과 등심, 진한 소스의 육류, 오래된 숙성 치즈 등과 잘 어울린다.",135000.0,2005,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148293,"짙은 루비색, 볶은 커피 원두 향처럼 우아한 토스티함이 전해지며 스왈링을 통해 붉은 과실과 향신료 등의 더욱 복합적이고 섬세한 아로마를 느낄 수 있고, 블랙 커런트와 다크 초콜렛, 바닐라 풍미가 풍부하면서도 생기 있게 전해지며 우아하고 부드러운 탄닌감과 뛰어난 응축미가 길고 섬세한 피니쉬로 이어진다.
135,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1955,b
1956,"제라르 베르트랑, 리저브 스페시알 메를로",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148287.jpg?780311,제라르 베르트랑,프랑스,서던,메를로,red,14.5,1.0,3.0,4.0,3.0,"다양한 고기류의 음식, 잘 구운 가금류 또는 잘 숙성된 치즈와 잘 어울린다.",42000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148287,"깊은 루비색을 가지며 붉은 열매, 체리 그리고 산딸기 아로마가 진하게 나타난다. 스파이시 함과 잘 익은 자두의 맛이 뒤에 느껴지면서 그와 함께 송로버섯과 가죽향도 인상적이다. 부드럽고 세련된 느낌은 힘있고 구조미가 돋보이는 와인이다. 와인 중 일부는 8~10개월동안 2차 발효를 오크 배럴에서 진행한다.
42,000원 (750㎖) 하이트 진로",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1956,b
1958,"펜폴즈, 쿠능가 힐 76 쉬라즈 까베르네",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148264.jpg?616420,펜폴즈,호주,사우스,시라/쉬라즈,red,9.5,1.0,3.0,4.0,5.0,"중국요리, 간편한 육류요리, 갈비찜, 튀김, 볶음요리, 해물요리등과도 잘 어울린다.",60000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148264,"빛나는 진홍색, 잘익은 자두, 라즈 베리향이 계피의 향과 함께 나타남. 까베르네 품종 고유의 박하향이 오크향과 조화되어 복합적인 아로마를 형성한다. 부드러운 탄닌의 유연함과 달콤한 기운이 입안 가득 풍부한 볼륨감을 제공하는 세련된 미감이 특징이다.
60,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1958,b
1967,"톤토니아, 리제르바",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148170.jpg?702404,비나 톤도니아,스페인,리오하,템프라니요,red,8.5,1.0,3.0,5.0,4.0,"베이컨, 하몽, 살라미, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다.",146000.0,1999,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148170,"호박 빛을 살짝 띄는 힘찬 붉은 색과 바닐라와 말린 베리 류의 아로마가 가볍고 신선하게 터치한다. 부드러우면서도 매우 드라이하며 풍부하고 숙성된 맛을 느낄 수 있다.

146,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1967,b
1968,"삐에로판, 루베르판",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148163.jpg?748892,삐에로판,이탈리아,베네토,코르비나,red,9.0,1.0,3.0,3.0,3.0,"육류, 진한 소스의 파스타, 치즈, 볶음요리, 해물요리등과도 잘 어울린다.",88000.0,2004,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148163,"짙은 루비 빛과 잘 익은 체리와 블랙베리, 향신료와 견고한 미네랄이 느껴진다. 완벽한 구조감과 강한 풍미가 잊지 못할 추억을 만들어 줄 것이다
88,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1968,b
1969,"카사블랑카, 세피로 리제르바 메를로",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148161.jpg?819951,비냐 카사블랑카,칠레,마이포,메를로,red,9.25,1.0,3.0,3.0,3.0,"돼지갈비, 갈비찜, 로스트 안심과 등심, 진한 소스의 육류, 오래된 숙성 치즈 등과 잘 어울린다.",30000.0,2008,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148161,"빛나는 자줏빛,레드 베리류의 풍부한 과실향, 바닐라향,쵸콜릿향의 우아한 조화를 이룬다.부드러운 탄닌과 붉은 과실향이 한데 어우러져 풍부한 향을 자랑하면서, 입안에서는 실키함을 느낄 수 있는 와인이다.
30,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1969,b
1971,"베르타니, 빌라 노바레 발폴리첼라 리파쏘",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148150.jpg?388036,베르타니,이탈리아,베네토,코르비나,red,9.0,1.0,2.0,3.0,3.0,"붉은 생선, 프와그라, 부드러운 치즈, 갈비찜, 튀김, 볶음요리, 해물요리등과도 잘 어울린다.",83000.0,2006,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148150,"강열한 보라색과 자두, 체리, 블랙 베리 등의 과일 향과 쵸코렛, 달콤한 향신료 등이 느껴진다. 붉은 과일 맛과 함께 부드러운 질감이 입안을 가득 채운다. 향신료의 여운이 남는다.
83,500원 (750㎖)",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1971,b
1978,"보데가 꼴로메, 에스테이트 말벡",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148122.jpg?916260,보데가 꼴로메,아르헨티나,살타,말벡,red,10.5,1.0,3.0,4.0,5.0,"삼겹살, 돼지갈비, 갈비찜, 토마토 소스 스파게티, 중국요리, 해물요리등과도 잘 어울린다.",94000.0,2007,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148122,"루비색과 과일향, 레드 체리,라즈베리, 가장 전형적인 아르헨티나 와인으로 50% 이상의 말벡 품종을 베이스로 그 해 작황에 따라 3-4가지 품종을 섞어 만드는 와인이다. 무화과의 이국적이지만 순수한 향이 커런트 패이스트 같은 짙은 향과 해선장 그리고 스파이시하면서 뜨거운 초콜릿 향과 어우러져 매력적이다. 신선한 느낌으로 시작하지만 긴 여운은 적당한 산도와 어우러져 자연스럽게 입안에 머물며 흑연과 미네랄의 여운이 안데스 산맥의 떼루아를 잘 보여준다.
94,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1978,b
1979,"보데가 꼴로메, 아말라야 드 꼴로메",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148121.jpg?262013,보데가 꼴로메,아르헨티나,살타,말벡,red,10.5,1.0,3.0,3.0,3.0,"토마토 소스 스파게티, 중국요리, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다.",44000.0,2007,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148121,"밝은 루비색과 과일향, 레드 체리,라즈베리, 가장 전형적인 아르헨티나 와인으로 50% 이상의 말벡 품종을 베이스로 그 해 작황에 따라 3-4가지 품종을 섞어 만드는 와인이다. 무화과의 이국적이지만 순수한 향이 커런트 패이스트 같은 짙은 향과 해선장 그리고 스파이시하면서 뜨거운 초콜릿 향과 어우러져 매력적이다. 신선한 느낌으로 시작하지만 긴 여운은 적당한 산도와 어우러져 자연스럽게 입안에 머물며 흑연과 미네랄의 여운이 안데스 산맥의 떼루아를 잘 보여준다.
44,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1979,b
1983,"진트 훔브레이트, 피노 달자스",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148100.jpg?897787,진트 훔브레이트,프랑스,알자스,블랜드,white,9.0,1.0,3.0,4.0,1.0,"각종 야채볶음요리, 부드러운 소스의 중국음식, 일본퓨전 음식, 강하지 않은 소스의 한식과도 잘 어울린다.",60000.0,2007,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148100,"자몽, 오렌지의 상큼한 과일향과 꽃 향기, 크림, 향신료의 향이 물결치는 드라이한 화이트
와인으로 감귤류의 상큼한 산도와 긴 여운이 인상적이다.
60,000원 (750㎖) 신동와인",1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1983,b
1986,"에라주리즈, 맥스 리제르바 피노 누아",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148078.jpg?687856,비냐 에라주리즈,칠레,아콩카구아,피노 누아,red,9.0,1.0,3.0,3.0,2.0,"그릴에 구운 육류요리, 고다치즈, 중국요리, 오래된 숙성 치즈 등과 잘 어울린다.",44000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148078,"루비빛 붉은색. 로즈힙, 딸기 아로마가 퍼지고 젖은 흙, 트러플 향이 오크 숙성으로 인한 그을린 향과 잘 어울린다. 상쾌하고 세련되며 미디엄바디이다. 신선한 과일 맛이 향신료향과 잘 어울려 나타난다.
44,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1986,b
1987,"까테나 자파타, 아드리아나 빈야드 말벡",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148073.jpg?265252,까테나 자파타,아르헨티나,멘도사,말벡,red,14.0,1.0,3.0,4.0,4.0,"살라미, 바비큐요리, 진한 소스의 육류, 오래된 숙성 치즈 등과 잘 어울린다.",186000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148073,"검붉은 자주색. 블랙 체리, 블랙베리, 나무스모크 향, 연필심. 미디엄, 풀바디 말벡의 와인으로 입안을 꽉 채우는 풍부한 맛은 지루하지 않은 경쾌한 여운을 준다. 앞으로 10년 장기 숙성이 가능한 와인이다.
186,000원 (750㎖) 신동와인",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1987,b
1994,"클라렌던 힐스, 히킨보담 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148042.jpg?866355,클라렌든 힐스,호주,사우스,카베르네 소비뇽,red,9.5,1.0,3.0,5.0,4.0,"와인자체만으로도 훌륭한 풍미와 질감을 가져다 준다. 부드러운 치즈, 고급 스테이크등과 함께하면 좋다.",200000.0,2006,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148042,"짙은 심홍색, 자두, 체리와 같은 붉은 과실류의 향을 보이며, 달콤한 흙내음과 담배향, 강렬하고 짙은 그러나 실키한 느낌의 탄닌을 가지며 무게감과 함께 긴 피니쉬를 가진 풀바디 와인이다.
200,000원 (750㎖) 금양인터내셔날",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1994,b
1995,"콘차이 토로, 그란 레세르바 샤르도네",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148038.jpg?646658,콘차이 토로,칠레,라펠,샤르도네,white,14.0,1.0,3.0,3.0,1.0,"크림소스의 파스타, 새우요리등의 강한 양념이 없는 해물요리들과 잘 어울린다.",60000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148038,"밝은 노란색으로 열대과일의 향과 구운 헤이즐넛 향과 미네랄 터치를 느낄 수 있는 우아한 복합미를 자랑하는 와인이다. 부드러우면서도 크리미안 질감과 신선한 산도로 긴 여운을 느낄 수 있다.

60,000원 (750㎖) 금양인터내셔날",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1995,b
1996,"콘차이 토로, 그란 레세르바 시라",http://img.wine21.com/WINE_MST/TITLE/0148000/W0148037.jpg?533287,콘차이 토로,칠레,마울레,시라/쉬라즈,red,14.5,1.0,3.0,4.0,4.0,"약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 볶음요리, 해물요리등과도 잘 어울린다.",60000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=148037,"보라빛이 감도는 강렬한 레드 컬러로 서양 자두와 야생 딸기류의 향을 느낄 수 있으며 오크 숙성을 통해 얻어진 스모키한 향과 스파이시한 향신료의 향이 느껴진다. 천천히 오랜 기간 잘 익은 시라 품종의 스파이시한 노트 그리고 파워풀한 구조감과 함께 라운드한 탄닌의 질감이 매혹적인 와인이다.

세계 최고의 존경받는 와이너리 콘차이토로의 역작으로 환경의 파괴 없이 지속 가능한 와인생산이라는 환경정책의 실현작이다. 안데스 산맥을 따라 흐르는 강에 의해 형성된 천연의 떼루아의 원형을 그대로 살린 재배지에서 수확된 특별한 친환경 와인이다. 안데스 산맥을 따라 흐르는 강에 의해 수 천년에 걸쳐 형성된 최상의 재배지만을 선정하여 만드는 싱글빈야드 와인으로 특히 안데스 산맥의 만년설이 녹아 흐르는 강에서 불어오는 시원한 바람은 포도가 천천히 가장 최상의 컨디션으로 익는 것을 도와준다. 노르웨이 및 영국과 같은 환경 선진국에서 인기 높은 와인이다.
60,000원 (750㎖) 금양인터내셔날",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1996,b
