title,image_link,winery,country,province,grape_type,wine_type,occasion,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size
멀티 베스트 빈티지,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163151.jpg?153554,멀티,칠레,NaN,"['카베르네 소비뇽', '말벡', '시라/쉬라즈', '카르메네르']",레드,테이블 와인,14.0,1,2,4,4,"비프 스튜, 양고기 요리, 향이 강한 치즈 등과 잘 어울린다.",89000,2015,750
멀티 베스트 셀렉션,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163150.jpg?620744,멀티,칠레,NaN,"['카베르네 소비뇽', '메를로', '시라/쉬라즈', '까리냥']",레드,테이블 와인,14.0,1,2,4,4,"토마토 소스 파스타, 갓 튀겨낸 슈니첼 등과 잘 어울린다.",59000,2015,750
멀티 베스트 존,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163149.jpg?025707,멀티,칠레,NaN,['카베르네 소비뇽'],레드,테이블 와인,14.0,1,2,4,4,"스테이크, 갈비구이 등 다양한 붉은 육류요리, 신선한 치즈, 피자 등과 잘 어울린다.",39000,2015,750
제이 윌크스 까베르네 소비뇽,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163147.jpg?436954,턴 키 와인 브랜즈,미국,캘리포니아,"['카베르네 소비뇽', '라그레인']",레드,테이블 와인,11.0,1,4,5,4,향이 강한 치즈나 대부분의 구운 고기와 잘 어울린다.,120000,2015,750
"제이 윌크스, 산타 마리아 밸리 샤도네이",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163145.jpg?286997,턴 키 와인 브랜즈,미국,캘리포니아,['샤르도네'],화이트,테이블 와인,8.0,1,3,3,1,킹크랩과 대게 같은 갑각류나 살짝 스파이시한 멕시칸 요리 등과 잘 어울린다.,96000,2017,750
라르 데 바로스,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163144.jpg?746469,발데오리테,스페인,리베라,['템프라니요'],레드,테이블 와인,14.0,1,3,4,3,육류가 들어간 스튜나 하몽과 같은 음식과 잘 어울린다.,49000,2016,750
루타스 델 아르떼,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163143.jpg?216995,발데오리테,스페인,에스트레마두라,"['템프라니요', '시라/쉬라즈']",레드,테이블 와인,13.0,1,3,4,3,바로 오픈해서 마시기에 좋고 향신료가 가미된 고기 요리나 햄 등과 잘 어울린다.,40000,2016,750
"테누다 디 콜로소르보, 브루넬로 디 몬탈치노",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163142.jpg?644431,테누타 디 콜로소르보,이탈리아,토스카나,['산지오베제'],레드,테이블 와인,9.5,1,3,5,4,"스테이크, 양고기, 숙성치즈 등과 잘 어울린다. ",176000,2014,750
"테누타 디 콜로소르보, 로쏘 디 몬탈치노",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163141.jpg?122684,테누타 디 콜로소르보,이탈리아,토스카나,['산지오베제'],레드,테이블 와인,14.0,1,3,4,3,"파스타, 피자, 치즈 등과 잘 어울린다.",82000,2018,750
루이 블랑,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163140.jpg?650732,샴페인 루이 블랑,프랑스,샹파뉴,"['샤르도네', '피노 뮈니에', '피노 누아']",스파클링,에피타이저,12.0,1,3,3,1,"식전주로도 훌륭하지만 푸아그라, 생선회, 닭백숙 등의 담백한 요리들과 매우 잘 어울린다.",85000,NV,750
팔라찌 블랑 드 블랑 밀레시마토,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163132.jpg?560895,토저 비니,이탈리아,베네토,"['그릴로', '가르가네가', '트레비아노']",스파클링,"에피타이저, 테이블 와인",11.0,1,3,2,1,Seafood등 가벼운 요리와 잘 어울린다.,40000,2017,750
루메지오 디 비앙코 콘트로구에라,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163131.jpg?008848,일루미나티,이탈리아,아브루쪼,"['트레비아노', '파세리나', '샤르도네']",화이트,테이블 와인,12.5,1,3,2,1,"생선 요리, Seafood Salad 및 가벼운 요리와 잘 어울린다.",50000,2018,750
루메지오 디 로쏘 몬테풀치아노 다브르쪼,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163130.jpg?489015,일루미나티,이탈리아,아브루쪼,['몬테풀치아노'],레드,테이블 와인,9.0,1,3,4,3,"로스트 또는 삶은 비프와 잘 어울리며, 양고기와 매우 잘 어울린다.",50000,2017,750
"레오나르드 커리쉬, 사파이어 셀렉션 슈페트레제",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163113.jpg?309003,레오나르드 커리쉬 ,독일,라인헤센,"['파버레베', '실바너', '바쿠스', '케르너', '훅셀레베']",화이트,테이블 와인,9.0,3,3,3,1,"페어링 없이 마셔도 맛있는 와인이지만, 케이준 라이스와 소세지 등의 음식들과 잘 어울린다.
",32000,2017,750
"레오나르드 커리쉬, 사파이어 셀렉션 카비넷",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163112.jpg?750982,레오나르드 커리쉬 ,독일,라인헤센,"['바쿠스', '쇤부르거']",화이트,"에피타이저, 테이블 와인, 디저트 와인",6.5,3,3,2,1,"기본적으로 해산물 요리와 잘 어울리며, 새콤달콤한 소스가 들어간 요리와도 완벽한 페어링을 이룬다.
",30000,2017,750
"레오나르드 커리쉬, 리프라우밀히",http://img.wine21.com/WINE_MST/TITLE/0163000/0163111.jpg?204339,레오나르드 커리쉬 ,독일,라인헤센,"['뮐러 투르가우', '실바너', '리슬링', '쇼이레베', '바쿠스', '오르테가', '케르너', '훅셀레베']",화이트,"에피타이저, 테이블 와인",7.0,3,2,2,1,모든 종류의 치즈와 스타터들과 굉장히 잘 어울린다.,25000,NV,750
"미오네토, 프로세코 브뤼",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163110.jpg?704704,미오네토,이탈리아,베네토,['글레라'],스파클링,에피타이저,11.5,1,3,3,1,"아페리티프, 핑거푸드, 칵테일 푸드 등 다채로운 음식과 잘 어울린다.",60000,NV,750
"또스띠, 레드 아모레",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163109.jpg?131571,또스띠,이탈리아,피에몬테,['브라케토'],스파클링,"에피타이저, 디저트 와인",5.5,4,2,2,2,"페스츄리, 말린 과일, 아이스크림 등 다양한 종류의 디저트와 좋은 조화를 보여준다.
",35000,NV,750
모스케토 로제,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163098.jpg?441016,몬도델비노,이탈리아,피에몬테,"['모스카토', '브라케토']",로제,디저트 와인,5.0,4,1,2,1,"과일 샐러드, 케익 및 매운 아시안 요리 등과 잘 어울린다.",22000,NV,750
"가이서픽, 캘리포니아 까베르네 소비뇽",NaN,가이서픽,미국,캘리포니아,"['카베르네 소비뇽', '진판델', '시라/쉬라즈']",레드,테이블 와인,13.5,1,3,4,3,"소고기 안심, 라따뚜이, 양고기, 그릴에 구운 포르토벨로 버섯요리 등과 잘 어울린다.",66000,2017,750
"로즈마운트, 밀매처 화이트",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163090.jpg?063455,로즈마운트,호주,사우스,"['세미용', '소비뇽 블랑']",화이트,"에피타이저, 테이블 와인",8.5,1,3,2,1,"생선, 새우 등의 해산물 요리와 완벽한 조화를 이룬다.
",38000,2017,750
"로즈마운트, 밀매처 레드 블렌드",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163089.jpg?531709,로즈마운트,호주,사우스,"['그르나슈', '시라/쉬라즈']",레드,테이블 와인,13.5,1,3,3,3,"육즙이 풍부한 돼지 고기 요리와 잘 어울린다.
",38000,2016,750
"로즈마운트, 블렌드 까베르네 메를로",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163088.jpg?027179,로즈마운트,호주,사우스,"['카베르네 소비뇽', '메를로']",레드,테이블 와인,13.0,1,3,3,3,"소고기, 양고기, 파스타 등과 완벽한 매칭을 이룬다.
",28000,2017,750
"로즈마운트, 다이아몬드 라벨 피노 누아 ",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163087.jpg?494949,로즈마운트,호주,사우스,['피노 누아'],레드,테이블 와인,11.0,1,4,3,3,"돼지 고기, 오리 고기, 매콤한 음식과 잘 어울린다.
",45000,2016,750
"포지오 알 테소로, 카시오페아 로사토",NaN,포지오 알 테소로,이탈리아,토스카나,"['카베르네 프랑', '메를로']",로제,"에피타이저, 테이블 와인",12.5,1,3,2,1,"튀긴 생선 요리, 튀김 채소, 미니 피자와 같은 다양한 에피타이저와 잘 어울리며, 풍미가 좋은 리코타 치즈나 모짜렐라 치즈와도 좋은 궁합을 보인다. ",70000,2018,750
"칸티, 아스티 세코 뀌베 C.21 ",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163079.jpg?660881,칸티,이탈리아,피에몬테,['모스카토'],스파클링,"에피타이저, 테이블 와인",11.0,1,2,2,1,"식전주로 즐기거나 조개류나 날 생선 요리와 곁들여 마시기 좋으며, 리조또와 같이 코스를 시작하는 요리와 함께해도 좋다.",19000,NV,750
"켄더만, 블랙 타워 클래식 리슬링",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163072.jpg?070125,켄더만,독일,팔츠,['리슬링'],화이트,테이블 와인,12.0,2,3,2,1,"아시아 음식, 생선류, 흰 육류 등과 잘 어울린다.",20000,NV,750
"도멘 타리케, 꼬떼",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163068.jpg?889569,도멘 타리케,프랑스,사우스웨스트,"['샤르도네', '소비뇽 블랑']",화이트,테이블 와인,8.0,1,4,3,1,"식전주 또는 식사중에 즐길 수 있으며, 아시안 음식, 스파이시하고 이국적인 요리, 램커리, 푸아 그라 등과 잘 어울린다.
",50000,2016,750
"라 스피네따, 토스카나 베르멘티노",NaN,라 스피네따,이탈리아,토스카나,['베르멘티노'],화이트,"에피타이저, 테이블 와인",13.0,1,4,3,1,"닭고기, 생선 그리고 모든 종류의 전채요리 등과 잘 어울린다.",58000,2019,750
"라 스피네따, 랑게 비앙코",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163065.jpg?144085,라 스피네따,이탈리아,피에몬테,['소비뇽 블랑'],화이트,테이블 와인,8.5,1,3,3,1,"가금류(닭, 오리, 거위), 생선, 모든종류의전채요리, 치즈 등과 잘 어울린다.",158000,2015,750
"페탈루마, 화이트 라벨 아델레이드 힐 샤도네이",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163064.jpg?620429,페탈루마,호주,사우스,['샤르도네'],화이트,테이블 와인,13.5,1,3,3,1,"연어,참치, 닭 요리, 돼지고기 등과 잘 어울린다.",76000,2016,750
"페탈루마, 화이트 라벨 쿠나와라 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163063.jpg?041281,페탈루마,호주,사우스,['카베르네 소비뇽'],레드,테이블 와인,13.5,1,3,4,4,"소고기, 양고기, 불고기 등과 잘 어울린다.",98000,2015,750
"페탈루마, 화이트 라벨 아델레이드 힐 쉬라즈",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163062.jpg?469567,페탈루마,호주,사우스,['시라/쉬라즈'],레드,테이블 와인,14.5,1,3,3,3,"소고기, 양고기, 미트파이 등과 잘 어울린다.",98000,2014,750
"페탈루마, 옐로우 라벨 한린 힐 리슬링",NaN,페탈루마,호주,사우스,['리슬링'],화이트,테이블 와인,12.5,1,3,3,1,"조개, 닭 요리, 돼지고기 등과 잘 어울린다.",90000,2016,750
"페탈루마, 옐로우 라벨 피카딜리 밸리 샤도네이",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163060.jpg?399755,페탈루마,호주,사우스,['샤르도네'],화이트,테이블 와인,13.5,1,3,3,1,"연어, 참치, 닭 요리, 돼지고기 등과 잘 어울린다.",150000,2016,750
"페탈루마, 옐로우 라벨 마운트 바커 쉬라즈",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163059.jpg?817473,페탈루마,호주,사우스,['시라/쉬라즈'],레드,테이블 와인,14.5,1,3,4,4,"소고기, 양고기, 스테이크 요리와 잘 어울린다.",152000,2015,750
"페탈루마, 옐로우 라벨 쿠나와라 까베르네 멜롯",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163058.jpg?276155,페탈루마,호주,사우스,"['카베르네 소비뇽', '메를로', '시라/쉬라즈']",레드,테이블 와인,14.5,1,3,4,5,"소고기, 양고기, 스테이크, 파스타 등과 잘 어울린다.",198000,2013,750
"카바이, 뀌베 모렐",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163057.jpg?717102,카바이,슬로베니아,고리스카,"['메를로', '카베르네 소비뇽', '카베르네 프랑', '쁘띠 베르도']",레드,테이블 와인,9.0,1,3,5,3,"복잡미묘한 풍미의 붉은 육류요리나 야생사냥고기, 잘 숙성된 치즈 등과 잘 어울린다.",140000,2009,750
"카바이, 메를로",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163056.jpg?161016,카바이,슬로베니아,고리스카,['메를로'],레드,테이블 와인,9.0,1,3,5,3,그릴에 구운 붉은 육류요리나 풍미가 진한 육류 등과 잘 어울린다.,120000,2012,750
"카바이, 샤르도네",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163055.jpg?593513,카바이,슬로베니아,고리스카,['샤르도네'],화이트,테이블 와인,13.0,1,3,4,1,"그릴에 구운 버섯이나 버섯소스가 가미된 야채요리, 훈제한 생선이나 랍스터, 문어 등 다양한 해산물, 오리고기, 닭고기, 양고기 등과 잘 어울린다.",180000,2007,750
"카바이, 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163054.jpg?062304,카바이,슬로베니아,고리스카,['소비뇽 블랑'],화이트,테이블 와인,13.0,1,3,4,1,"새우, 아스파라거스, 각종 채소요리나 트러플이 들어간 다양한 요리 등과 잘 어울린다.",100000,2013,750
"카바이, 루이자",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163053.jpg?515700,카바이,슬로베니아,고리스카,"['리볼라 지알라', '샤르도네', '소비뇽 베르트', '소비뇽 블랑']",화이트,테이블 와인,13.0,1,3,4,1,"허브를 곁들인 흰살코기 요리, 각종 해산물 등과 잘 어울린다.",110000,2011,750
"카바이, 벨리 피노",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163052.jpg?991272,카바이,슬로베니아,고리스카,['피노 블랑'],화이트,테이블 와인,13.0,1,3,4,1,그릴이나 오븐에서 담백하게 구워낸 흰살 생선이나 프로슈토 등과 잘 어울린다.,90000,2014,750
"카바이, 시비 피노",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163051.jpg?426875,카바이,슬로베니아,고리스카,['피노 그리지오'],화이트,테이블 와인,13.0,1,3,4,1,풍부한 맛의 파스타나 야채 요리 등과 잘 어울린다.,90000,2014,750
"바타시올로, 바롤로",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163037.jpg?339555,바타시올로 ,이탈리아,피에몬테,['네비올로'],레드,테이블 와인,13.5,1,3,4,5,"버섯 리조또, 야생고기, 붉은 육류, 로스트 비프, 숙성된 치즈 등과 잘 어울린다.",163000,2014,750
"바타시올로, 바르바레스코",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163036.jpg?726969,바타시올로 ,이탈리아,피에몬테,['네비올로'],레드,테이블 와인,14.5,1,3,4,4,"가금류 혹은 붉은 육류, 로스트 비프, 잘 숙성된 치즈와 잘 어울린다.",163000,2015,750
"페블레, 메르퀴레 프르미에 크뤼 '끌로 데 미글랑'",NaN,페블레 (도멘 페블레),프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,13.5,1,3,3,2,"가벼운 소스의 스테이크, 바비큐, 닭요리 (꼬꼬뱅)과 잘 어울린다.
",84000,2016,750
"칠릴리스, 테오페트라 에스테이트 말라구지아 아시르티코",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163034.jpg?772515,Tsililis,그리스,테살리아,"['말라구지아', '아시르티코']",화이트,"에피타이저, 테이블 와인",13.5,1,3,2,1,"각종 아페리티프, 해산물, 가금류, 파스타 등과 잘 어울린다.",60000,2018,750
"칠릴리스, 테오페트라 에스테이트 로제",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163033.jpg?212121,Tsililis,그리스,테살리아,"['림니오', '시라/쉬라즈']",로제,테이블 와인,13.5,1,2,3,2,"따뜻한 해산물 요리, 닭고기, 오리고기, 돼지고기, 파스타 등과 잘 어울린다.",60000,2018,750
"칠릴리스, 테오페트라 에스테이트 림니오나",http://img.wine21.com/WINE_MST/TITLE/0163000/W0163032.jpg?642337,Tsililis,그리스,테살리아,['림니오'],레드,테이블 와인,13.5,1,3,4,3,"비프 스테이크, 양갈비 등 육류 요리 등과 잘 어울린다.",70000,2016,750
크리에이션 비오니에,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162893.jpg?909096,크리에이션,남아프리카,케이프,['비오니에'],화이트,테이블 와인,14.0,1,4,3,1," 해산물은 물론 크림파스타에서 탄두리 치킨 등 여러가지 요리에 다재다능하게 어울리며, 한식과도 잘 어울린다.",54000,2017,750
 조엘 고트 워싱턴 레드,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162872.jpg?449568,조엘 고트 와인스,미국,워싱턴주,"['카베르네 소비뇽', '메를로', '시라/쉬라즈', '말벡']",레드,테이블 와인,10.5,1,2,4,4,"등심, 스테이크 등과 잘 어울린다.",76000,2015,750
"하디스, 노타지 힐 쉬라즈",NaN,하디스,호주,사우스,['시라/쉬라즈'],레드,테이블 와인,14.0,1,3,4,3,"훈제 오리, 오븐에서 익힌 닭 등 천천히 익힌 요리와 잘 어울린다. 한국식 소스를 사용한 매콤한 닭갈비나 갈비찜, 양갈비 등과도 궁합이 좋다. 
",14000,2017,750
사쏘레갈레 로쏘,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162867.jpg?355632,사쏘레갈레 (테누타 사쏘레갈레),이탈리아,토스카나,"['산지오베제', '카베르네 소비뇽']",레드,테이블 와인,9.5,1,3,5,3,"소고기, 양갈비 등의 구운 육류 요리, 고기 스튜, 향이 강렬한 치즈, 숙성 치즈 등과 잘 어울린다.",100000,2014,750
"사쏘레갈레, 베르멘티노",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162866.jpg?820313,사쏘레갈레 (테누타 사쏘레갈레),이탈리아,토스카나,['베르멘티노'],화이트,에피타이저,9.0,1,4,2,1,"야채 샐러드나 해산물 샐러드 그리고 절인 생선류, 강렬한 허브를 곁들인 메인 코스와도 잘 울린다. 특히 랍스터 요리와 잘 어울린다.",49000,2017,750
"킴 크로포드, 피노 그리",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162864.jpg?539484,킴 크로포드,뉴질랜드,사우스,['피노 그리'],화이트,테이블 와인,13.0,1,3,2,1,"생선회, 향신료를 사용한 동남아 음식 등과 잘 어울린다.",48000,2017,750
"샤또 수쉐리, 꼬또 뒤 레이용 비에이 비뉴",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162853.jpg?003334,샤또 수쉐리,프랑스,루아르,['슈냉 블랑'],화이트,"에피타이저, 테이블 와인",11.5,4,2,3,1,"치즈, 해산물 등과 잘 어울린다.",90000,2014,750
"로저 뿌이용, 슈맹 뒤 부아",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162845.jpg?934544,로저 뿌이용,프랑스,샹파뉴,['피노 누아'],스파클링,"에피타이저, 테이블 와인",12.0,1,3,4,1,"버섯요리, 신선한 치즈, 은은한 풍미의 해산물 요리 등과 잘 어울린다.",148000,2009,750
"로저 뿌이용, 브뤼 로제 프르미에 크뤼",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162844.jpg?338721,로저 뿌이용,프랑스,샹파뉴,['피노 누아'],스파클링,"에피타이저, 테이블 와인",12.0,1,3,4,1,"버섯요리, 신선한 치즈, 은은한 풍미의 해산물 요리 등과 잘 어울린다.",87000,NV,750
"로저 뿌이용, '레 블랑쉬엔' 브뤼 나뚜르",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162843.jpg?799731,로저 뿌이용,프랑스,샹파뉴,"['피노 누아', '샤르도네']",스파클링,"에피타이저, 테이블 와인",12.0,1,3,4,1,"버섯요리, 신선한 치즈, 은은한 풍미의 해산물 요리 등과 잘 어울린다.",103000,2010,750
"로저 뿌이용, '레 발농' 아이 그랑 크뤼",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162842.jpg?309494,로저 뿌이용,프랑스,샹파뉴,['샤르도네'],스파클링,"에피타이저, 테이블 와인",12.0,1,3,4,1,"버섯요리, 신선한 치즈, 은은한 풍미의 해산물 요리 등과 잘 어울린다.",103000,2010,750
"로저 뿌이용, '레 떼르 프루아드' 브뤼 프르미에 크뤼",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162841.jpg?765913,로저 뿌이용,프랑스,샹파뉴,['샤르도네'],스파클링,에피타이저,12.0,1,3,4,1,"버섯요리, 신선한 치즈, 은은한 풍미의 해산물 요리 등과 잘 어울린다.",87000,NV,750
밴드 오브 빈트너 컨소시엄,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162840.jpg?171591,밴드 오브 빈트너,미국,캘리포니아,"['카베르네 소비뇽', '메를로', '카베르네 프랑']",레드,테이블 와인,9.5,1,2,5,5,"양갈비, 바비큐 등 풍미가 진한 육류요리 등과 잘 어울린다.",90000,2015,750
에멀로 멜롯,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162837.jpg?224112,케이머스 빈야드,미국,캘리포니아,['메를로'],레드,테이블 와인,9.5,1,3,4,4,그릴에 구운 양고기나 스테이크 등과 잘 어울린다.,170000,2016,750
"레꼴 넘버 41, 콜럼비아 밸리 슈냉 블랑",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162834.jpg?339804,레꼴 넘버 41,미국,워싱턴주,['슈냉 블랑'],화이트,테이블 와인,13.5,1,3,3,1,"연성이나 반경성 치즈, 다양한 전채요리, 파스타 등과 잘 어울린다.",59000,2016,750
산다라 스파클링 로제,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162833.jpg?808861,비센테 간디아 ,스페인,NaN,['보발'],스파클링,"에피타이저, 테이블 와인",6.0,3,2,2,1,"식전주로 매우 훌륭하며 케이크, 과일 타르트 등과 같은 디저트와도 잘 어울린다.",30000,NV,750
델타 해터스 힐 소비뇽 블랑,NaN,델타,뉴질랜드,사우스,['소비뇽 블랑'],화이트,테이블 와인,13.5,1,3,2,1,"가리비, 홍합 등 신선한 음식, 고트 치즈 등과 잘 어울린다. ",80000,2017,750
클렌드넌 패밀리 빈야드 스탈리온 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162828.jpg?311357,클렌드넌 패밀리 빈야드,미국,캘리포니아,['소비뇽 블랑'],화이트,테이블 와인,8.5,1,3,3,1,"샐러드 , 치즈, 흰살생선요리 등과 잘 어울린다.",90000,2014,750
"프레스코발디, 브뤼",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162814.jpg?631575,프레스코발디,이탈리아,트렌티노,['샤르도네'],스파클링,에피타이저,12.5,1,3,3,1,"에피타이저, 해산물 전채 요리와 잘 어울린다.

",69000,NV,750
에스펠트 코마 브루나 ,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162813.jpg?058089,에스펠트,스페인,엠포르다,['까리냥'],레드,테이블 와인,15.0,1,3,4,4,"블루베리나 오렌지소스를 곁들인 오리콩피, 양고기 바비큐, 스테이크류와 잘 어울린다.
",130000,2015,750
"비네티 델 불투레, 투파렐로 네로 디 트로이아",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162811.jpg?508878,비네티 델 불투레,이탈리아,뿔리아,['네로 디 트로이아'],레드,테이블 와인,13.5,1,3,4,4,"스테이크 등의 메인요리, 야생 사냥고기(game)와 숙성된 치즈",72000,2016,750
"칸티나 디오메데, 카나체 네로 디 트로이아",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162810.jpg?983510,칸티나 디오메데,이탈리아,뿔리아,['네로 디 트로이아'],레드,테이블 와인,13.5,1,3,4,3,"붉은 육류, 야생고기, 양갈비구이, 숙성 치즈 등과 잘 어울린다.",124000,2014,750
테 파 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162809.jpg?422064,테 파 와인,뉴질랜드,사우스,['소비뇽 블랑'],화이트,테이블 와인,12.5,1,4,2,1,"재료 본연의 느낌을 잘 살릴 수 있는 샐러드, 해산물 요리 등과 잘 어울린다.",58000,2017,750
"슈베르트, 셀렉션 'S' 소비뇽 블랑",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162806.jpg?968631,슈베르트 와인즈,뉴질랜드,노스,['소비뇽 블랑'],화이트,테이블 와인,13.5,1,4,2,1,"콩 리조또, 해산물 샐러드, 구운 가리비나 가볍게 구운 연어와 잘 어울린다.",48000,2018,750
"링컨 에스테이트, 사시미 소비뇽 블랑",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162804.jpg?413168,링컨 에스테이트 와인즈,호주,사우스,"['소비뇽 블랑', '샤르도네']",화이트,"에피타이저, 테이블 와인",12.5,1,4,2,1,"굴요리와 사시미에 가장 잘 어울리며 크림과 토마토 베이스 요리, 염소 치즈와 잘 어울린다.
",60000,2017,750
코하 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162802.jpg?849891,테 파 와인,뉴질랜드,사우스,['소비뇽 블랑'],화이트,테이블 와인,13.5,1,4,2,1,"재료 본연의 느낌을 잘 살릴 수 있는 샐러드, 해산물 요리 등과 잘 어울린다.
",48000,2018,750
산다라 샤도네이 사케 스파클링,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162801.jpg?340425,비센테 간디아 ,스페인,NaN,['샤르도네'],스파클링,"에피타이저, 테이블 와인",8.0,3,3,2,1,"매콤한 떡볶이, 곱창 볶음, 김치볶음밥 등 매운 음식과 스시나 초밥 등의 일식과도 잘 어울리며, 달콤한 디저트와도 잘 어울린다.",17000,NV,375
메르캣 까바 브뤼 네이처,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162798.jpg?072642,메르캣,스페인,까탈루냐,"['마카베오', '자렐로', '빠레야다']",스파클링,에피타이저,12.0,1,3,2,1,"연어샐러드, 생선요리, 돼지고기스테이크",39000,NV,750
메르캣 까바 브뤼,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162796.jpg?490386,메르캣,스페인,까탈루냐,"['마카베오', '자렐로', '빠레야다']",스파클링,에피타이저,12.0,1,2,2,1,"연어샐러드, 생선요리, 돼지고기스테이크",32000,NV,750
콜리올 댄싱 피그,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162779.jpg?406505,콜리올 빈야즈,호주,사우스,"['무르베드르', '그르나슈', '시라/쉬라즈']",레드,테이블 와인,9.5,1,3,4,4,마시기 편한 와인으로 카르보나라와 같은 가벼운 파스타 면 요리에 잘 어울린다.,70000,2017,750
"페데리코 파테니나, 까바 브뤼",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162776.jpg?775588,페데리코 파테니나,스페인,까탈루냐,"['자렐로', '마카베오', '빠레야다']",스파클링,"에피타이저, 테이블 와인",8.0,1,3,2,1,"가벼운 소스를 가미한 닭고기, 신선한 샐러드, 담백한 해산물요리, 토마토소스 파스타, 다양한 종류의 타파스 등과 잘 어울린다.",14000,2015,750
"페데리코 파테니나, 그랑 레세르바 ",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162775.jpg?280996,페데리코 파테니나,스페인,리오하,"['템프라니요', '가르나차']",레드,테이블 와인,9.0,1,3,4,4,"양고기나 멧돼지 등 풍미가 진한 육류요리, 그릴에 구운 스테이크, 숙성 치즈",40000,2008,750
"페데리코 파테니나, 크리안자",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162773.jpg?229036,페데리코 파테니나,스페인,리오하,"['템프라니요', '가르나차']",레드,테이블 와인,9.0,1,3,4,3,"이베리코 스테이크, 은은한 사프론 향의 빠에야, 담백하게 양념해 그릴에 구운 닭고기 등과 잘 어울린다.",17000,2015,750
