,title,image_link,winery,country,province,grape_type,wine_type,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size,link,aroma_y,meat,cheese,seafood,vegetables,dessert,floral,fruit,citrus,oriental_spice,oriental_leather,earth,dark_aroma,fruity_aroma,europe_a,europe_b,north_america,south_america,new_world,korea,red,white,wine_id
173,"타마랄, 로블",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166947.jpg?856925,타마랄,스페인,리베라,템프라니요,red,14.5,1.0,4.0,3.0,3.0,"스테이크, 치즈, 토마토 베이스 파스타와 잘 어울린다.",56000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166947,"진한 루비색을 띠고 레드배리, 검은베리, 바닐라의 아로마가 느껴지며 농익은 타닌과 산도의 밸런스가 좋으며 표현력이 풍부한 와인이다.

아메리칸 오크통에서 4개월간 숙성했다.
56,000원 (750㎖) 빈티지코리아",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,173
174,"탈라몬티, 꼴레 꼬르비아노 몬테풀치아노",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166946.jpg?251211,탈라몬티,이탈리아,아브루쪼,몬테풀치아노,red,13.5,1.0,4.0,4.0,3.0,"육류, 닭 요리, 야채 스튜, 치즈 등과 잘 어울린다.",39000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166946,"진한 루비색을 띠고 잘 익은 붉은 과일의 강렬한 아로마가 느껴지며 입 안에서는 농익은 붉은 과일과 오크의 구조감이 잘 균형잡힌 우아한 와인이다.

프렌치 오크통에서 6개월간 숙성했다.
39,600원 (750㎖) 빈티지코리아",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,174
175,"빌라 아 세스타, 끼안티 클라시코 그랑 셀레지오네 소를레오네 DOCG",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166945.jpg?635634,빌라 아 세스타,이탈리아,토스카나,산지오베제,red,14.5,1.0,4.0,4.0,4.0,"모든 육류 요리, 숙성된 치즈, 스튜 등과 잘 어울린다.",170000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166945,"진한 루비색을 띠고 제비꽃, 라즈베리, 향신료, 체리, 마른 과일, 시나몬, 바닐라의 복합적인 아로마가 느껴지며 적당한 산도와 우아한 여운이 길게 남는 풀바디 와인이다.

큰 오크통에서 15개월, 작은 오크통에서 15개월 숙성했다.
170,000원 (750㎖) 빈티지코리아",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,175
176,"빌라 아 세스타, 바스 토스카나 IGT",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166944.jpg?303935,빌라 아 세스타,이탈리아,토스카나,메를로,red,13.5,1.0,4.0,4.0,3.0,"향신료가 강한 음식, 스튜, 트러플, 숙성 치즈 등과 잘 어울린다.",110000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166944,"진한 루비색을 띠고 붉은 과일향, 코코아, 후추, 시나몬의 아로마가 느껴지며 적당한 산도와 오래 지속되는 여운이 인상적인 와인이다.

오크통에서 24개월간 숙성했다.
110,000원 (750㎖) 빈티지코리아",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,176
177,"빌라 아 세스타, 끼안티 클라시코 리제르바 DOCG",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166943.jpg?918041,빌라 아 세스타,이탈리아,토스카나,산지오베제,red,14.5,1.0,4.0,4.0,3.0,"향신료가 강한 음식, 스튜, 트러플, 숙성치즈 등과 잘 어울린다.",100000.0,2012,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166943,"루비색을 띠고 체리, 담배, 바닐라, 초콜릿, 향신료 등의 복합적인 아로마가 느껴지며 적당한 산도와 우아한 여운이 길게 남는 와인이다.

캐스크에서 30개월간 숙성했다.
100,000원 (750㎖) 빈티지코리아",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,177
178,"빌라 아 세스타, 끼안티 클라시코 일 빨레이 DOCG",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166942.jpg?351339,빌라 아 세스타,이탈리아,토스카나,산지오베제,red,13.5,1.0,4.0,3.0,3.0,"숙성된 치즈, 파스타, 스튜, 그릴에 구운 고기 등과 잘 어울린다.",76000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166942,"보라빛이 감도는 진한 루비색을 띠고 체리, 블랙베리 등의 과일 아로마가 느껴진다. 입 안에서는 구조감과 균형감이 뛰어나며 섬세하고 부드러운 타닌이 매력적인 와인이다.

30% 대형 캐스크에서 18개월간 숙성했다.
76,000원 (750㎖) 빈티지코리아",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,178
179,"빌라 아 세스타, 리빨텔라 끼안티 수페리오레 DOCG",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166941.jpg?973187,빌라 아 세스타,이탈리아,토스카나,산지오베제,red,13.5,1.0,4.0,3.0,3.0,"소시지, 살라미, 피자, 생선 요리 등과 잘 어울린다.",56000.0,2012,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166941,"자주빛이 감도는 루비색을 띠고 제비꽃, 라즈베리, 향신료의 복합적인 아로마가 느껴지며 입 안에서는 감미로운 산도와 긴 여운이 매력적인 와인이다.

대형 캐스트에서 18개월간 숙성했다.
56,000원 (750㎖) 빈티지코리아",1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,179
180,"오지에, 에리따쥬 크로즈 에르미따쥬",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166938.jpg?488187,오지에,프랑스,론,그르나슈,red,14.5,1.0,4.0,4.0,3.0,"소고기 요리, 숙성된 치즈 등과 잘 어울린다.",96000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166938,"붉은 체리색을 띠고 검은 과일, 코코아, 백후추, 민트의 아로마가 느껴진다. 입 안에서는 신선한 과일의 산도가 혀끝을 만족시켜 주며 둥글고 부드러운 타닌과의 조화가 훌륭한 와인이다.

프렌치 오크통에서 4개월간 숙성했다.
96,000원 (750㎖) 빈티지코리아",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,180
181,"오지에, 에리따쥬 리락",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166937.jpg?462007,오지에,프랑스,론,그르나슈,red,14.5,1.0,4.0,4.0,4.0,"불고기, 피자, 찜닭 등과 잘 어울린다.",76000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166937,"진한 체리색을 띠고 붉은 과일, 가죽, 달콤한 향신료의 향이 느껴지며 입 안에서는 복합적인 미네랄과 실크같이 부드러운 타닌으로 우아함이 돋보이는 와인이다.

오크통에서 8개월간 숙성했다.
76,000원 (750㎖) 빈티지코리아",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,181
182,"오지에, 에리따쥬 꼬뜨 뒤 론 빌라쥬 '쁠랑 드 디유'",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166936.jpg?078214,오지에,프랑스,론,그르나슈,red,14.5,1.0,4.0,4.0,3.0,"닭, 오리 고기, 지중해식 구운 요리 등과 잘 어울린다.",70000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166936,"진한 루비색을 띠고 딸기, 배, 나무의 아로마가 느껴지며 입 안에서는 진한 과일향과 실크같이 부드러운 타닌이 인상적인 와인이다.

콘크리트 탱크에서 7개월간 숙성했다.
70,000원 (750㎖) 빈티지코리아",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,182
183,"메종 샹피, 사비니 레 본 '오 후르쉬'",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166929.jpg?546942,메종 샹피,프랑스,부르고뉴,피노 누아,red,13.5,1.0,4.0,3.0,3.0,"소고기, 송아지, 사슴고기 등과 잘 어울린다.",196000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166929,"루비색을 띠고 신선한 체리, 과일의 아로마가 느껴지며 입 안에서도 섬세한 향이 지속되며 우아한 미네랄의 여운을 주는 와인이다.
196,000원 (750㎖) 빈티지코리아",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,183
184,"메종 샹피, 쇼레 레 본",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166928.jpg?172245,메종 샹피,프랑스,부르고뉴,피노 누아,red,13.5,1.0,4.0,3.0,3.0,"소고기, 닭 요리, 송아지 고기 등과 잘 어울린다.",160000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166928,"석류빛의 테두리에 루비색을 띠고 검은 베리, 나무, 약간의 바닐라의 아로마 느껴진다. 입 안에서는 잘 익은 과일의 풍부한 향과 벨벳같은 질감, 부드러운 타닌감이 매력적인 와인이다.
160,000원 (750㎖) 빈티지코리아",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,184
185,"메종 샹피, 부르고뉴 피노 누아 뀌베 에드므",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166927.jpg?206278,메종 샹피,프랑스,부르고뉴,피노 누아,red,12.5,1.0,4.0,3.0,3.0,"로스트 비프, 송아지 고기, 치킨, 치즈 등과 잘 어울린다.",98000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166927,"짙은 루비색을 띠고 검은 베리류, 섬세한 나무향, 바닐라의 아로마가 느껴지며 신선하고 부드러우면서 구조감이 좋아 긴 여운을 남기는 와인이다.

80개의 혼한된 배럴에서 숙성했다. (40개 배럴은 도멘 샹피, 나머지는 Santenay 마을 나무)
98,000원 (750㎖) 빈티지코리아",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,185
186,"메종 샹피, 부르고뉴 샤르도네 뀌베 에드므",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166926.jpg?587300,메종 샹피,프랑스,부르고뉴,샤르도네,white,13.5,1.0,4.0,2.0,1.0,"식전주로도 좋으며 리조토, 브리 치즈 등과 잘 어울린다.",98000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166926,"밝은 황금빛을 띠고 열대과일, 흰꽃, 구운 빵, 카라멜, 바닐라의 아로마가 느껴지며 산뜻하고 부드러운면서 지속되는 과일향과 산미가 훌륭한 와인이다.

오크통에서 숙성했다.
98,000원 (750㎖) 빈티지코리아",0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186
187,"올리비에 르플레브, 꼬뜨 드 본 빌라쥬",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166923.jpg?970979,올리비에 르플레브,프랑스,부르고뉴,피노 누아,red,13.5,1.0,4.0,3.0,2.0,"그릴에 구운 고기, 브리 치즈 등과 잘 어울린다.",156000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166923,"루비색을 띠고 붉은 과일류의 아로마와 오크의 스파이시함의 조화가 느껴지며 복합적인 붉은 과실향의 맛과 섬세하면서 은은한 향신료의 느낌이 좋은 와인이다.

25% 새오크통에서 12개월간 숙성했다.
156,000원 (750㎖) 빈티지코리아",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,187
188,"올리비에 르플레브, 오쎄 듀레스",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166920.jpg?623009,올리비에 르플레브,프랑스,부르고뉴,샤르도네,white,12.5,1.0,4.0,2.0,1.0,매콤한 소스에 버무린 생선요리나 새우요리 등과 잘 어울린다.,200000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166920,"밝은 볏짚색을 띠고 생아몬드, 사과, 비스켓의 구수한 향이 지속적으로 느껴지며 입 안에서는 시트러스와 함께 청사과, 꽃향의 아로마가 조화를 이루다가 끝에 미네랄이 느껴지는 우아한 와인이다.

프렌치 오크통에서 12개월간 숙성했다.
200,000원 (750㎖) 빈티지코리아",1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,188
189,"올리비에 르플레브, 쌩 호망",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166919.jpg?007136,올리비에 르플레브,프랑스,부르고뉴,샤르도네,white,12.5,1.0,5.0,2.0,1.0,"화이트소스를 곁들인 생선요리, 해산물 파스타, 리조토, 다양한 종류의 치즈 등과 잘 어울린다.",190000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166919,"엹은 노란색을 띠고 흰꽃, 풍부한 시트러스의 아로마가 느껴지며 입 안에서의 신선한 산미와 과일의 아로마가 돋보이는 와인이다.

스테인리스 스틸에서 3개월간 숙성했다.
190,000원 (750㎖) 빈티지코리아",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,189
190,"올리비에 르플레브, 부르고뉴 '레 세띠'",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166918.jpg?543678,올리비에 르플레브,프랑스,부르고뉴,샤르도네,white,12.5,1.0,5.0,3.0,1.0,"식전주로도 좋고 돼지고기 요리, 상큼한 드레싱을 곁들인 샐러드, 파르미지아노 치즈, 염소 치즈 등과  잘 어울린다.",126000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166918,"엹은 황금빛을 띠고 하얀 꽃, 복숭아, 구운 아몬드, 레몬 껍질의 아로마가 느껴지며 입 안을 가득 채우는 바디감과 매우 활기차고 집중도 있는 여운을 보여주는 와인이다. 스테인리스 탱크에서 3개월간, 프렌치 오크통에서 6개월간 숙성했다.
126,000원 (750㎖) 빈티지코리아",1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190
191,"알렉산드린, 생 조셉",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166915.jpg?938442,도멘 & 메종 레 알렉산드린,프랑스,론,시라/쉬라즈,red,13.5,1.0,3.0,4.0,4.0,그릴에 구운 고기요리와 치즈와 잘 어울린다.,95000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166915,"진한 루비빛을 띠고 신선한 체리, 블랙베리, 삼나무의 풍미가 느껴지며 입 안에서는 파워풀한 타닌에 블랙베리, 미네랄의 아로마가 길게 남는 와인이다.

1-2년된 오크통에서 12개월간 숙성했다.
95,000원 (750㎖) 에노테카 코리아",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,191
192,알렉산드린 크로즈 에르미타쥬 루즈,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166914.jpg?490861,도멘 & 메종 레 알렉산드린,프랑스,론,시라/쉬라즈,red,13.5,1.0,4.0,4.0,3.0,"양고기, 버터 파스타, 스테이크 등과 잘 어울린다.",84000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166914,"진한 루비빛을 띠고 블랙커런트, 블랙베리, 훈제향, 월계수, 담배 등의 아로마가 느껴지며 입 안에서는 자두, 블랙베리의 신선한 과실과 응집력있고 탄탄한 타닌 그리고 섬세한 산미가 매력적인 와인이다.

오크통에서 10개월간, 스테인리스 탱크에서 6개월간 숙성했다.
84,000원 (750㎖) 에노테카 코리아",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,192
193,"알렉산드린, 콩드리유",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166913.jpg?420859,도멘 & 메종 레 알렉산드린,프랑스,론,비오니에,white,13.5,1.0,3.0,4.0,1.0,버터로 조리한 음식이나 새우요리와 잘 어울린다.,200000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166913,"연두빛이 감도는 골드를 띠고 파인애플, 아카시아 꽃, 리치와 같은 이국적인 아로마가 느껴지며 입 안에서는 오크 숙성에서 오는 감초, 시나몬의 향신료 풍미와 피니시에서 짠맛과 약간의 쌉싸름함이 느껴지는 와인이다.

225리터 오크통에서 8개월간 효모와 같이 숙성(sur lee)했고 일부는 스테인리스 스틸 탱크에서 숙성했다.
200,000원 (750㎖) 에노테카 코리아",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,193
194,도멘 알렉산드린 크로즈 에르미타쥬 루즈,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166912.jpg?971438,도멘 & 메종 레 알렉산드린,프랑스,론,시라/쉬라즈,red,13.5,1.0,4.0,4.0,4.0,"숙성된 치즈, 붉은 육류, 파스타 등과 잘 어울린다.",106000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166912,"진한 루비빛을 띠고 섬세한 제비꽃, 체리, 블랙베리, 후추의 아로마가 느껴지며 입 안에서는 짭잘한 미네랄의 풍미와 타닌의 구조감이 잘 어우러지는 와인이다.
106,000원 (750㎖) 에노테카 코리아",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,194
195,"알렉산드린, 크로즈 에르미타쥬 블랑",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166911.jpg?498745,도멘 & 메종 레 알렉산드린,프랑스,론,마르산느,white,13.5,1.0,4.0,3.0,1.0,"버터를 넣은 파스타나 음식, 새우 요리 등과 잘 어울린다.",102000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166911,"연한 골드빛을 띠고 흰 복숭아, 사과, 멜론의 강렬한 아로마와 은은한 아카시아 꽃향이 느껴지며 입 안에서는 신선하면서도 부드러운 풍미를 주는 와인이다.

600리터 오크통에서 6개월간, 50%는 스테인리스 스틸 탱크에서 숙성했다.
102,000원 (750㎖) 에노테카 코리아",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,195
196,도멘 알렉산드린 생 조셉,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166910.jpg?007173,도멘 & 메종 레 알렉산드린,프랑스,론,시라/쉬라즈,red,13.5,1.0,4.0,5.0,5.0,"그릴에 구운 고기, 야채와 양갈비 등이 잘 어울린다.",130000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166910,"진한 루비빛을 띠고 블랙베리, 달궈진 자갈, 감초, 시나몬의 아로마가 느껴지며 입 안에서는 탄탄한 타닌과 여운이 길고 우아하게 이어지는 와인이다.

1-2년된 오크통에서 15개월간 숙성했다.
130,000원 (750㎖) 에노테카 코리아
290,000원 (1500㎖) 에노테카 코리아",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,196
197,"알렉산드린, 시라",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166908.jpg?545329,도멘 & 메종 레 알렉산드린,프랑스,론,시라/쉬라즈,red,13.5,1.0,4.0,3.0,3.0,"그릴에 구운 육류, 향신료가 들어간 음식과 잘 어울린다.",50000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166908,"루비빛을 띠고 신선하고 우아한 과실미 느껴지며 구조감과 바디감이 돋보이는 와인이다.

오크통에서 6개월간, 일부는 스테인리스 탱크에서 숙성했다.
50,000원 (750㎖) 에노테카 코리아",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,197
198,"알렉산드린, 에르미타쥬 블랑",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166906.jpg?084315,도멘 & 메종 레 알렉산드린,프랑스,론,마르산느,white,13.5,1.0,5.0,4.0,1.0,"샐러드, 해산물 세비체, 오리고기 등과 잘 어울린다.",180000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166906,"골드빛을 띠고 달콤한 꿀에 절인 파인애플향의 아로마가 느껴지며 입 안에서는 풀 바디에 풍성한 과실미와 쌉싸름한 미네랄이 매력적인 와인이다.

오크통에서 12개월간 숙성했다.
180,000원 (750㎖) 에노테카 코리아",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198
199,알렉산드린 코르나스,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166903.jpg?646306,도멘 & 메종 레 알렉산드린,프랑스,론,시라/쉬라즈,red,13.5,1.0,4.0,5.0,5.0,"소고기, 양고기, 향신료가 첨가된 요리 등과 잘 어울린다.",170000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166903,"진한 루비빛을 띠고 레드 커런트, 새콤한 산딸기의 풍미가 특징적으로 느껴지며 입 안에서는 꽃향과 함께 감칠맛나는 타닌이 길게 이어지는 와인이다.

2~3년 정도 숙성 후에 마시는게 좋다.

1~2년된 오크통에서 15개월간 숙성했다.
170,000원 (750㎖) 에노테카 코리아",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199
200,젤소 비앙코,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166871.jpg?606277,포데레 29,이탈리아,뿔리아,피아노,white,13.0,1.0,4.0,3.0,1.0,"생선, 치킨, 샐러드 등과 잘 어울린다.",64000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166871,"밝은 볏짚색을 띠고 라임, 레몬, 자몽, 청사과, 모과, 아카시아, 자스민 등의 아로마가 느껴지며, 입 안에서는 전체적으로 입체감 있는 풍미가 감돌고 구조감과 산미가 좋아 음식과도 잘 매칭이 되는 와인이다. 스테인리스 스틸에서 6개월간 숙성했다.
64,000원 (750㎖)",1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,200
201,퀸타 프로메사,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166870.jpg?993077,보데가스 알베로,스페인,비에르소,멘시아,red,9.5,1.0,4.0,4.0,4.0,"하몽, 수제햄, 파스타, 염소 치즈 등과 잘 어울린다.",53000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166870,"보랏빛을 띠고 딸기 라즈베리, 체리잼, 블랙베리, 무화과, 제비꽃, 허브, 바닐라 등의 아로마가 느껴진다. 입 안에서는 붉은 과일, 꽃향이 인상적이고 뚜렷한 구조감, 은은한 삼나무의 풍미, 길게 이어지는 여운이 기분 좋은 와인이다.
53,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,201
202,테소,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166869.jpg?730942,보데가스 알베로,스페인,예클라,모나스트렐,red,14.0,1.0,4.0,5.0,4.0,"육류 요리, 햄버거, 아시아 요리들과 잘 어울린다.",48000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166869,"선명한 루비빛을 띠고 말린 자두, 블루베리, 콜라, 향수, 다크 초콜릿, 민트, 후추의 아로마가 느껴지며 입 안에서는 잘 익은 검붉은 과실의 아로마가 퍼지며 혀에 감기는 질감과 목넘김, 산뜻하게 이어지는 산미가 좋아 느끼함을 잘 잡아주는 와인이다.
48,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,202
203,누데즈 데 가라이,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166868.jpg?670742,보데가스 알베로,스페인,리베라,보발,red,14.0,1.0,4.0,4.0,3.0,"돼지고기 목살, 스테이크, 야채 구이 등과 잘 어울린다.",48000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166868,"밝은 루비색을 띠고 블랙베리, 크랜베리, 민트, 후추, 피망, 풍선껌, 커피콩, 감초 등의 아로마가 느껴지며 입 안에서는 다양하게 응축된 여러 향들이 진한 풍미를 준다. 직관적으로 뚜렷하고 깔끔한 목넘김으로 다양한 음식과 잘 어울리는 와인이다.

작은 오크통에서 4개월간 숙성했다.
48,000원 (750㎖)",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,203
204,레이디 로르,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166867.jpg?056546,오로 베이롯,프랑스,보르도,메를로,red,13.0,1.0,4.0,4.0,4.0,살짝 매콤한 음식이나 돼지고기를 사용한 아시아 음식들과 잘 어울린다.,59000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166867,"보랏빛이 맴도는 루비색을 띠고 라즈베리, 체리, 블루베리, 석류, 로즈마리, 계피, 바닐라, 연유 등의 아로마가 느껴진다. 입 안에서는 고급 보르도 와인의 전형적인 풍미가 느껴지고 뒤이어 오크에서 잘 숙성된 부드러운 타닌과 질감이 매력적인 와인이다.
59,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204
